Round 1: training_avg_loss=1.4893, training_avg_wrong_conf=0.2985
Round 89: training_avg_loss=0.3482, training_avg_wrong_conf=0.6326
Round 90: training_avg_loss=0.4457, training_avg_wrong_conf=0.6231
Round 91: training_avg_loss=0.3463, training_avg_wrong_conf=0.6468
Round 92: training_avg_loss=0.3408, training_avg_wrong_conf=0.6419
Round 93: training_avg_loss=0.3469, training_avg_wrong_conf=0.6679
Round 94: training_avg_loss=0.3586, training_avg_wrong_conf=0.6274
Round 95: training_avg_loss=0.3471, training_avg_wrong_conf=0.6327
Round 96: training_avg_loss=0.4071, training_avg_wrong_conf=0.6297
Round 97: training_avg_loss=0.3409, training_avg_wrong_conf=0.6394
Round 98: training_avg_loss=0.3394, training_avg_wrong_conf=0.6403
Round 99: training_avg_loss=0.4168, training_avg_wrong_conf=0.6399
Round 100: training_avg_loss=0.3444, training_avg_wrong_conf=0.6435
Round 101: training_avg_loss=0.3370, training_avg_wrong_conf=0.6413
Round 102: training_avg_loss=0.4386, training_avg_wrong_conf=0.6352
Round 103: training_avg_loss=0.3378, training_avg_wrong_conf=0.6427
Round 104: training_avg_loss=0.3376, training_avg_wrong_conf=0.6398
Round 105: training_avg_loss=0.3026, training_avg_wrong_conf=0.6665
Round 106: training_avg_loss=0.3993, training_avg_wrong_conf=0.6385
Round 107: training_avg_loss=0.3557, training_avg_wrong_conf=0.6328
Round 108: training_avg_loss=0.4357, training_avg_wrong_conf=0.6331
Round 109: training_avg_loss=0.3446, training_avg_wrong_conf=0.6411
Round 110: training_avg_loss=0.3381, training_avg_wrong_conf=0.6390
Round 111: training_avg_loss=0.4165, training_avg_wrong_conf=0.6445
Round 112: training_avg_loss=0.3390, training_avg_wrong_conf=0.6397
Round 113: training_avg_loss=0.3343, training_avg_wrong_conf=0.6389
Round 114: training_avg_loss=0.4275, training_avg_wrong_conf=0.6452
Round 115: training_avg_loss=0.3362, training_avg_wrong_conf=0.6374
Round 116: training_avg_loss=0.3336, training_avg_wrong_conf=0.6386
Round 117: training_avg_loss=0.2543, training_avg_wrong_conf=0.6502
Round 118: training_avg_loss=0.3892, training_avg_wrong_conf=0.6358
Round 119: training_avg_loss=0.3508, training_avg_wrong_conf=0.6326
Round 120: training_avg_loss=0.3688, training_avg_wrong_conf=0.6594
Round 121: training_avg_loss=0.3468, training_avg_wrong_conf=0.6361
Round 122: training_avg_loss=0.3410, training_avg_wrong_conf=0.6340
Round 123: training_avg_loss=0.3864, training_avg_wrong_conf=0.6324
Round 124: training_avg_loss=0.3367, training_avg_wrong_conf=0.6342
Round 125: training_avg_loss=0.3366, training_avg_wrong_conf=0.6367
Round 126: training_avg_loss=0.3779, training_avg_wrong_conf=0.6310
Round 127: training_avg_loss=0.3377, training_avg_wrong_conf=0.6352
Round 128: training_avg_loss=0.3354, training_avg_wrong_conf=0.6360
Round 129: training_avg_loss=0.4632, training_avg_wrong_conf=0.6271
Round 130: training_avg_loss=0.3438, training_avg_wrong_conf=0.6375
Round 131: training_avg_loss=0.3347, training_avg_wrong_conf=0.6352
Round 132: training_avg_loss=0.4417, training_avg_wrong_conf=0.6378
Round 133: training_avg_loss=0.3354, training_avg_wrong_conf=0.6359
Round 134: training_avg_loss=0.3333, training_avg_wrong_conf=0.6376
Round 135: training_avg_loss=0.3444, training_avg_wrong_conf=0.6206
Round 136: training_avg_loss=0.4064, training_avg_wrong_conf=0.6184
Round 137: training_avg_loss=0.3603, training_avg_wrong_conf=0.6175
Round 138: training_avg_loss=0.3417, training_avg_wrong_conf=0.6716
Round 139: training_avg_loss=0.3868, training_avg_wrong_conf=0.6306
Round 140: training_avg_loss=0.3557, training_avg_wrong_conf=0.6248
Round 141: training_avg_loss=0.4295, training_avg_wrong_conf=0.6157
Round 142: training_avg_loss=0.3382, training_avg_wrong_conf=0.6327
Round 143: training_avg_loss=0.3377, training_avg_wrong_conf=0.6357
Round 144: training_avg_loss=0.3232, training_avg_wrong_conf=0.6332
Round 145: training_avg_loss=0.3596, training_avg_wrong_conf=0.6142
Round 146: training_avg_loss=0.3502, training_avg_wrong_conf=0.6228
Round 147: training_avg_loss=0.4426, training_avg_wrong_conf=0.6158
Round 148: training_avg_loss=0.3384, training_avg_wrong_conf=0.6336
Round 149: training_avg_loss=0.3349, training_avg_wrong_conf=0.6337
Round 150: training_avg_loss=0.4097, training_avg_wrong_conf=0.6391
Round 151: training_avg_loss=0.3329, training_avg_wrong_conf=0.6344
Round 152: training_avg_loss=0.3338, training_avg_wrong_conf=0.6360
Round 153: training_avg_loss=0.3926, training_avg_wrong_conf=0.6426
Round 154: training_avg_loss=0.3337, training_avg_wrong_conf=0.6379
Round 155: training_avg_loss=0.3311, training_avg_wrong_conf=0.6395
Round 156: training_avg_loss=0.4762, training_avg_wrong_conf=0.6375
Round 157: training_avg_loss=0.3338, training_avg_wrong_conf=0.6416
Round 158: training_avg_loss=0.3303, training_avg_wrong_conf=0.6382
Round 159: training_avg_loss=0.4502, training_avg_wrong_conf=0.6245
Round 160: training_avg_loss=0.3459, training_avg_wrong_conf=0.6354
Round 161: training_avg_loss=0.3349, training_avg_wrong_conf=0.6331
Round 162: training_avg_loss=0.2874, training_avg_wrong_conf=0.6612
Round 163: training_avg_loss=0.3497, training_avg_wrong_conf=0.6288
Round 164: training_avg_loss=0.3410, training_avg_wrong_conf=0.6295
Round 165: training_avg_loss=0.4205, training_avg_wrong_conf=0.6226
Round 166: training_avg_loss=0.3421, training_avg_wrong_conf=0.6381
Round 167: training_avg_loss=0.3345, training_avg_wrong_conf=0.6348
Round 168: training_avg_loss=0.4241, training_avg_wrong_conf=0.6469
Round 169: training_avg_loss=0.3737, training_avg_wrong_conf=0.6100
Round 170: training_avg_loss=0.3536, training_avg_wrong_conf=0.6199
Round 171: training_avg_loss=0.4470, training_avg_wrong_conf=0.5975
Round 172: training_avg_loss=0.3342, training_avg_wrong_conf=0.6395
Round 173: training_avg_loss=0.3299, training_avg_wrong_conf=0.6411
Round 174: training_avg_loss=0.3601, training_avg_wrong_conf=0.6439
Round 175: training_avg_loss=0.3327, training_avg_wrong_conf=0.6396
Round 176: training_avg_loss=0.3299, training_avg_wrong_conf=0.6385
Round 177: training_avg_loss=0.3320, training_avg_wrong_conf=0.6428
Round 178: training_avg_loss=0.3293, training_avg_wrong_conf=0.6381
Round 179: training_avg_loss=0.3308, training_avg_wrong_conf=0.6367
Round 180: training_avg_loss=0.3418, training_avg_wrong_conf=0.6755
Round 181: training_avg_loss=0.3641, training_avg_wrong_conf=0.6189
Round 182: training_avg_loss=0.3452, training_avg_wrong_conf=0.6262
Round 183: training_avg_loss=0.3673, training_avg_wrong_conf=0.6376
Round 184: training_avg_loss=0.3342, training_avg_wrong_conf=0.6353
Round 185: training_avg_loss=0.3319, training_avg_wrong_conf=0.6347
Round 186: training_avg_loss=0.3957, training_avg_wrong_conf=0.6326
Round 187: training_avg_loss=0.3312, training_avg_wrong_conf=0.6394
Round 188: training_avg_loss=0.3295, training_avg_wrong_conf=0.6390
Round 189: training_avg_loss=0.3723, training_avg_wrong_conf=0.6404
Round 190: training_avg_loss=0.3308, training_avg_wrong_conf=0.6364
Round 191: training_avg_loss=0.3286, training_avg_wrong_conf=0.6369
Round 192: training_avg_loss=0.3726, training_avg_wrong_conf=0.6416
Round 193: training_avg_loss=0.3323, training_avg_wrong_conf=0.6375
Round 194: training_avg_loss=0.3282, training_avg_wrong_conf=0.6386
Round 195: training_avg_loss=0.3755, training_avg_wrong_conf=0.6388
Round 196: training_avg_loss=0.3288, training_avg_wrong_conf=0.6367
Round 197: training_avg_loss=0.3281, training_avg_wrong_conf=0.6376
Round 198: training_avg_loss=0.3598, training_avg_wrong_conf=0.6341
Round 199: training_avg_loss=0.3291, training_avg_wrong_conf=0.6374
Round 200: training_avg_loss=0.3265, training_avg_wrong_conf=0.6387
Round 201: training_avg_loss=0.3829, training_avg_wrong_conf=0.6481
Round 202: training_avg_loss=0.3309, training_avg_wrong_conf=0.6359
Round 203: training_avg_loss=0.3274, training_avg_wrong_conf=0.6382
Round 204: training_avg_loss=0.3774, training_avg_wrong_conf=0.6336
Round 205: training_avg_loss=0.3274, training_avg_wrong_conf=0.6366
Round 206: training_avg_loss=0.3282, training_avg_wrong_conf=0.6401
Round 207: training_avg_loss=0.4009, training_avg_wrong_conf=0.6371
Round 208: training_avg_loss=0.3310, training_avg_wrong_conf=0.6355
Round 209: training_avg_loss=0.3275, training_avg_wrong_conf=0.6357
Round 210: training_avg_loss=0.3180, training_avg_wrong_conf=0.6901
Round 211: training_avg_loss=0.3838, training_avg_wrong_conf=0.6326
Round 212: training_avg_loss=0.3482, training_avg_wrong_conf=0.6269
Round 213: training_avg_loss=0.4435, training_avg_wrong_conf=0.6255
Round 214: training_avg_loss=0.3417, training_avg_wrong_conf=0.6290
Round 215: training_avg_loss=0.3322, training_avg_wrong_conf=0.6323
Round 216: training_avg_loss=0.4670, training_avg_wrong_conf=0.6021
Round 217: training_avg_loss=0.3419, training_avg_wrong_conf=0.6411
Round 218: training_avg_loss=0.3296, training_avg_wrong_conf=0.6385
Round 219: training_avg_loss=0.3898, training_avg_wrong_conf=0.6413
Round 220: training_avg_loss=0.3311, training_avg_wrong_conf=0.6391
Round 221: training_avg_loss=0.3276, training_avg_wrong_conf=0.6400
Round 222: training_avg_loss=0.4166, training_avg_wrong_conf=0.6402
Round 223: training_avg_loss=0.3309, training_avg_wrong_conf=0.6390
Round 224: training_avg_loss=0.3288, training_avg_wrong_conf=0.6383
Round 225: training_avg_loss=0.4396, training_avg_wrong_conf=0.6404
Round 226: training_avg_loss=0.3403, training_avg_wrong_conf=0.6409
Round 227: training_avg_loss=0.3326, training_avg_wrong_conf=0.6352
Round 228: training_avg_loss=0.4035, training_avg_wrong_conf=0.6454
Round 229: training_avg_loss=0.3358, training_avg_wrong_conf=0.6353
Round 230: training_avg_loss=0.3282, training_avg_wrong_conf=0.6355
Round 231: training_avg_loss=0.4167, training_avg_wrong_conf=0.6342
Round 232: training_avg_loss=0.3308, training_avg_wrong_conf=0.6331
Round 233: training_avg_loss=0.3286, training_avg_wrong_conf=0.6350
Round 234: training_avg_loss=0.3892, training_avg_wrong_conf=0.6387
Round 235: training_avg_loss=0.3320, training_avg_wrong_conf=0.6356
Round 236: training_avg_loss=0.3282, training_avg_wrong_conf=0.6355
Round 237: training_avg_loss=0.3947, training_avg_wrong_conf=0.6341
Round 238: training_avg_loss=0.3278, training_avg_wrong_conf=0.6339
Round 239: training_avg_loss=0.3290, training_avg_wrong_conf=0.6354
Round 240: training_avg_loss=0.3517, training_avg_wrong_conf=0.6534
Round 241: training_avg_loss=0.3577, training_avg_wrong_conf=0.6096
Round 242: training_avg_loss=0.3414, training_avg_wrong_conf=0.6285
Round 243: training_avg_loss=0.3995, training_avg_wrong_conf=0.6267
Round 244: training_avg_loss=0.3333, training_avg_wrong_conf=0.6317
Round 245: training_avg_loss=0.3316, training_avg_wrong_conf=0.6323
Round 246: training_avg_loss=0.4062, training_avg_wrong_conf=0.6329
Round 247: training_avg_loss=0.3360, training_avg_wrong_conf=0.6335
Round 248: training_avg_loss=0.3303, training_avg_wrong_conf=0.6349
Round 249: training_avg_loss=0.3073, training_avg_wrong_conf=0.6896
Round 250: training_avg_loss=0.3671, training_avg_wrong_conf=0.6320
Round 251: training_avg_loss=0.3445, training_avg_wrong_conf=0.6292
Round 252: training_avg_loss=0.4256, training_avg_wrong_conf=0.6218
Round 253: training_avg_loss=0.3378, training_avg_wrong_conf=0.6298
Round 254: training_avg_loss=0.3324, training_avg_wrong_conf=0.6341
Round 255: training_avg_loss=0.3988, training_avg_wrong_conf=0.6405
Round 256: training_avg_loss=0.3323, training_avg_wrong_conf=0.6310
Round 257: training_avg_loss=0.3316, training_avg_wrong_conf=0.6321
Round 258: training_avg_loss=0.4048, training_avg_wrong_conf=0.6286
Round 259: training_avg_loss=0.3392, training_avg_wrong_conf=0.6352
Round 260: training_avg_loss=0.3338, training_avg_wrong_conf=0.6344
Round 261: training_avg_loss=0.4454, training_avg_wrong_conf=0.6365
Round 262: training_avg_loss=0.3407, training_avg_wrong_conf=0.6314
Round 263: training_avg_loss=0.3324, training_avg_wrong_conf=0.6326
Round 264: training_avg_loss=0.2741, training_avg_wrong_conf=0.6265
Round 265: training_avg_loss=0.3427, training_avg_wrong_conf=0.6294
Round 266: training_avg_loss=0.3361, training_avg_wrong_conf=0.6319
Round 267: training_avg_loss=0.2896, training_avg_wrong_conf=0.6451
Round 268: training_avg_loss=0.3653, training_avg_wrong_conf=0.6334
Round 269: training_avg_loss=0.3423, training_avg_wrong_conf=0.6281
Round 270: training_avg_loss=0.3557, training_avg_wrong_conf=0.6047
Round 271: training_avg_loss=0.3717, training_avg_wrong_conf=0.6371
Round 272: training_avg_loss=0.3457, training_avg_wrong_conf=0.6307
Round 273: training_avg_loss=0.3755, training_avg_wrong_conf=0.6963
Round 274: training_avg_loss=0.3626, training_avg_wrong_conf=0.6362
Round 275: training_avg_loss=0.3472, training_avg_wrong_conf=0.6288
Round 276: training_avg_loss=0.3716, training_avg_wrong_conf=0.6428
Round 277: training_avg_loss=0.3893, training_avg_wrong_conf=0.6276
Round 278: training_avg_loss=0.3589, training_avg_wrong_conf=0.6225
Round 279: training_avg_loss=0.3111, training_avg_wrong_conf=0.6466
Round 280: training_avg_loss=0.3632, training_avg_wrong_conf=0.6222
Round 281: training_avg_loss=0.3502, training_avg_wrong_conf=0.6238
Round 282: training_avg_loss=0.4031, training_avg_wrong_conf=0.6414
Round 283: training_avg_loss=0.3613, training_avg_wrong_conf=0.6284
Round 284: training_avg_loss=0.3478, training_avg_wrong_conf=0.6284
Round 285: training_avg_loss=0.4074, training_avg_wrong_conf=0.6341
Round 286: training_avg_loss=0.3473, training_avg_wrong_conf=0.6312
Round 287: training_avg_loss=0.3416, training_avg_wrong_conf=0.6315
Round 288: training_avg_loss=0.2963, training_avg_wrong_conf=0.6827
Round 289: training_avg_loss=0.3862, training_avg_wrong_conf=0.6290
Round 290: training_avg_loss=0.3580, training_avg_wrong_conf=0.6247
Round 291: training_avg_loss=0.4319, training_avg_wrong_conf=0.6157
Round 292: training_avg_loss=0.3426, training_avg_wrong_conf=0.6279
Round 293: training_avg_loss=0.3418, training_avg_wrong_conf=0.6299
Round 294: training_avg_loss=0.4430, training_avg_wrong_conf=0.6339
Round 295: training_avg_loss=0.3638, training_avg_wrong_conf=0.6301
Round 296: training_avg_loss=0.3530, training_avg_wrong_conf=0.6248
Round 297: training_avg_loss=0.4389, training_avg_wrong_conf=0.6272
Round 298: training_avg_loss=0.3476, training_avg_wrong_conf=0.6264
Round 299: training_avg_loss=0.3453, training_avg_wrong_conf=0.6304
Round 300: training_avg_loss=0.3530, training_avg_wrong_conf=0.6327
