Round 1: training_avg_loss=1.4893, training_avg_wrong_conf=0.2985
Round 172: training_avg_loss=0.3769, training_avg_wrong_conf=0.6264
Round 174: training_avg_loss=0.3963, training_avg_wrong_conf=0.6104
Round 176: training_avg_loss=0.3970, training_avg_wrong_conf=0.6084
Round 178: training_avg_loss=0.4172, training_avg_wrong_conf=0.6107
Round 180: training_avg_loss=0.3879, training_avg_wrong_conf=0.6162
Round 182: training_avg_loss=0.3976, training_avg_wrong_conf=0.6164
Round 184: training_avg_loss=0.4082, training_avg_wrong_conf=0.6189
Round 186: training_avg_loss=0.3938, training_avg_wrong_conf=0.6194
Round 188: training_avg_loss=0.3961, training_avg_wrong_conf=0.6086
Round 190: training_avg_loss=0.4007, training_avg_wrong_conf=0.6193
Round 192: training_avg_loss=0.4005, training_avg_wrong_conf=0.6226
Round 194: training_avg_loss=0.3982, training_avg_wrong_conf=0.6192
Round 196: training_avg_loss=0.4356, training_avg_wrong_conf=0.6059
Round 198: training_avg_loss=0.3766, training_avg_wrong_conf=0.6029
Round 200: training_avg_loss=0.4232, training_avg_wrong_conf=0.6188
Round 202: training_avg_loss=0.3818, training_avg_wrong_conf=0.6111
Round 204: training_avg_loss=0.4139, training_avg_wrong_conf=0.6101
Round 206: training_avg_loss=0.4067, training_avg_wrong_conf=0.6255
Round 208: training_avg_loss=0.4144, training_avg_wrong_conf=0.6185
Round 210: training_avg_loss=0.3964, training_avg_wrong_conf=0.6222
Round 212: training_avg_loss=0.4288, training_avg_wrong_conf=0.6100
Round 214: training_avg_loss=0.3883, training_avg_wrong_conf=0.6243
Round 216: training_avg_loss=0.3877, training_avg_wrong_conf=0.6144
Round 218: training_avg_loss=0.4081, training_avg_wrong_conf=0.6275
Round 220: training_avg_loss=0.3921, training_avg_wrong_conf=0.6202
Round 222: training_avg_loss=0.4054, training_avg_wrong_conf=0.6116
Round 224: training_avg_loss=0.3898, training_avg_wrong_conf=0.6313
Round 226: training_avg_loss=0.4107, training_avg_wrong_conf=0.6269
Round 228: training_avg_loss=0.4210, training_avg_wrong_conf=0.6172
Round 230: training_avg_loss=0.3931, training_avg_wrong_conf=0.6202
Round 232: training_avg_loss=0.3825, training_avg_wrong_conf=0.6164
Round 234: training_avg_loss=0.4087, training_avg_wrong_conf=0.6257
Round 236: training_avg_loss=0.3944, training_avg_wrong_conf=0.6178
Round 238: training_avg_loss=0.3840, training_avg_wrong_conf=0.6231
Round 240: training_avg_loss=0.4292, training_avg_wrong_conf=0.6074
Round 242: training_avg_loss=0.3910, training_avg_wrong_conf=0.6183
Round 244: training_avg_loss=0.3784, training_avg_wrong_conf=0.6307
Round 246: training_avg_loss=0.4918, training_avg_wrong_conf=0.6011
Round 248: training_avg_loss=0.4120, training_avg_wrong_conf=0.6160
Round 250: training_avg_loss=0.4035, training_avg_wrong_conf=0.6248
Round 252: training_avg_loss=0.3862, training_avg_wrong_conf=0.6197
Round 254: training_avg_loss=0.3810, training_avg_wrong_conf=0.6240
Round 256: training_avg_loss=0.3863, training_avg_wrong_conf=0.6270
Round 258: training_avg_loss=0.4047, training_avg_wrong_conf=0.6197
Round 260: training_avg_loss=0.3879, training_avg_wrong_conf=0.6173
Round 262: training_avg_loss=0.3954, training_avg_wrong_conf=0.6288
Round 264: training_avg_loss=0.3866, training_avg_wrong_conf=0.6110
Round 266: training_avg_loss=0.4781, training_avg_wrong_conf=0.6020
Round 268: training_avg_loss=0.3935, training_avg_wrong_conf=0.6120
Round 270: training_avg_loss=0.4000, training_avg_wrong_conf=0.6185
Round 272: training_avg_loss=0.3835, training_avg_wrong_conf=0.6155
Round 274: training_avg_loss=0.3978, training_avg_wrong_conf=0.6179
Round 276: training_avg_loss=0.4414, training_avg_wrong_conf=0.6147
Round 278: training_avg_loss=0.4336, training_avg_wrong_conf=0.6022
Round 280: training_avg_loss=0.2991, training_avg_wrong_conf=0.6645
Round 282: training_avg_loss=0.4174, training_avg_wrong_conf=0.6082
Round 284: training_avg_loss=0.3693, training_avg_wrong_conf=0.6140
Round 286: training_avg_loss=0.3830, training_avg_wrong_conf=0.6167
Round 288: training_avg_loss=0.4074, training_avg_wrong_conf=0.6265
Round 290: training_avg_loss=0.4750, training_avg_wrong_conf=0.6122
Round 292: training_avg_loss=0.3962, training_avg_wrong_conf=0.6196
Round 294: training_avg_loss=0.4465, training_avg_wrong_conf=0.6189
Round 296: training_avg_loss=0.3940, training_avg_wrong_conf=0.6207
Round 298: training_avg_loss=0.4325, training_avg_wrong_conf=0.5903
Round 300: training_avg_loss=0.3932, training_avg_wrong_conf=0.6219
Round 302: training_avg_loss=0.3754, training_avg_wrong_conf=0.6208
Round 304: training_avg_loss=0.4037, training_avg_wrong_conf=0.6215
Round 306: training_avg_loss=0.4000, training_avg_wrong_conf=0.6178
Round 308: training_avg_loss=0.4152, training_avg_wrong_conf=0.6154
Round 310: training_avg_loss=0.4086, training_avg_wrong_conf=0.6216
Round 312: training_avg_loss=0.3822, training_avg_wrong_conf=0.6546
Round 314: training_avg_loss=0.5015, training_avg_wrong_conf=0.5862
Round 316: training_avg_loss=0.3910, training_avg_wrong_conf=0.6158
Round 318: training_avg_loss=0.3976, training_avg_wrong_conf=0.6146
Round 320: training_avg_loss=0.3802, training_avg_wrong_conf=0.6213
Round 322: training_avg_loss=0.3929, training_avg_wrong_conf=0.6172
Round 324: training_avg_loss=0.4219, training_avg_wrong_conf=0.6095
Round 326: training_avg_loss=0.3862, training_avg_wrong_conf=0.6061
Round 328: training_avg_loss=0.3948, training_avg_wrong_conf=0.6197
Round 330: training_avg_loss=0.4113, training_avg_wrong_conf=0.6170
Round 332: training_avg_loss=0.3699, training_avg_wrong_conf=0.6339
Round 334: training_avg_loss=0.3983, training_avg_wrong_conf=0.6124
Round 336: training_avg_loss=0.3668, training_avg_wrong_conf=0.6204
Round 338: training_avg_loss=0.3968, training_avg_wrong_conf=0.6274
Round 340: training_avg_loss=0.4353, training_avg_wrong_conf=0.6150
Round 342: training_avg_loss=0.3638, training_avg_wrong_conf=0.6340
Round 344: training_avg_loss=0.4747, training_avg_wrong_conf=0.6098
Round 346: training_avg_loss=0.3728, training_avg_wrong_conf=0.6164
Round 348: training_avg_loss=0.4016, training_avg_wrong_conf=0.6279
Round 350: training_avg_loss=0.3978, training_avg_wrong_conf=0.6324
Round 352: training_avg_loss=0.3754, training_avg_wrong_conf=0.6332
Round 354: training_avg_loss=0.4183, training_avg_wrong_conf=0.6352
Round 356: training_avg_loss=0.3979, training_avg_wrong_conf=0.6461
Round 358: training_avg_loss=0.3646, training_avg_wrong_conf=0.6345
Round 360: training_avg_loss=0.3829, training_avg_wrong_conf=0.6409
Round 362: training_avg_loss=0.3850, training_avg_wrong_conf=0.6398
Round 364: training_avg_loss=0.3965, training_avg_wrong_conf=0.6451
Round 366: training_avg_loss=0.3709, training_avg_wrong_conf=0.6325
Round 368: training_avg_loss=0.4090, training_avg_wrong_conf=0.6398
Round 370: training_avg_loss=0.3853, training_avg_wrong_conf=0.6394
Round 372: training_avg_loss=0.3655, training_avg_wrong_conf=0.6348
Round 374: training_avg_loss=0.3681, training_avg_wrong_conf=0.6336
Round 376: training_avg_loss=0.3885, training_avg_wrong_conf=0.6371
Round 378: training_avg_loss=0.4660, training_avg_wrong_conf=0.6385
Round 380: training_avg_loss=0.3374, training_avg_wrong_conf=0.6470
Round 382: training_avg_loss=0.4382, training_avg_wrong_conf=0.6605
Round 384: training_avg_loss=0.3815, training_avg_wrong_conf=0.6542
Round 386: training_avg_loss=0.3732, training_avg_wrong_conf=0.6478
Round 388: training_avg_loss=0.3729, training_avg_wrong_conf=0.6452
Round 390: training_avg_loss=0.3778, training_avg_wrong_conf=0.6606
Round 392: training_avg_loss=0.4151, training_avg_wrong_conf=0.6139
Round 394: training_avg_loss=0.4118, training_avg_wrong_conf=0.6426
Round 396: training_avg_loss=0.3176, training_avg_wrong_conf=0.6470
Round 398: training_avg_loss=0.3883, training_avg_wrong_conf=0.6410
Round 400: training_avg_loss=0.4284, training_avg_wrong_conf=0.6610
Round 402: training_avg_loss=0.3719, training_avg_wrong_conf=0.6589
Round 404: training_avg_loss=0.3783, training_avg_wrong_conf=0.6392
Round 406: training_avg_loss=0.3538, training_avg_wrong_conf=0.6385
Round 408: training_avg_loss=0.4345, training_avg_wrong_conf=0.6422
Round 410: training_avg_loss=0.2755, training_avg_wrong_conf=0.6655
Round 412: training_avg_loss=0.3752, training_avg_wrong_conf=0.6368
Round 414: training_avg_loss=0.3850, training_avg_wrong_conf=0.6145
Round 416: training_avg_loss=0.3350, training_avg_wrong_conf=0.6377
Round 418: training_avg_loss=0.3890, training_avg_wrong_conf=0.6584
Round 420: training_avg_loss=0.4440, training_avg_wrong_conf=0.6361
Round 422: training_avg_loss=0.4157, training_avg_wrong_conf=0.6528
Round 424: training_avg_loss=0.3787, training_avg_wrong_conf=0.6429
Round 426: training_avg_loss=0.3786, training_avg_wrong_conf=0.6444
Round 428: training_avg_loss=0.3867, training_avg_wrong_conf=0.6383
Round 430: training_avg_loss=0.3716, training_avg_wrong_conf=0.6383
Round 432: training_avg_loss=0.3637, training_avg_wrong_conf=0.6317
Round 434: training_avg_loss=0.3780, training_avg_wrong_conf=0.6283
Round 436: training_avg_loss=0.3677, training_avg_wrong_conf=0.6371
Round 438: training_avg_loss=0.3766, training_avg_wrong_conf=0.6757
Round 440: training_avg_loss=0.4011, training_avg_wrong_conf=0.6430
Round 442: training_avg_loss=0.4014, training_avg_wrong_conf=0.6405
Round 444: training_avg_loss=0.3852, training_avg_wrong_conf=0.6459
Round 446: training_avg_loss=0.3747, training_avg_wrong_conf=0.6488
Round 448: training_avg_loss=0.2639, training_avg_wrong_conf=0.7145
Round 450: training_avg_loss=0.3911, training_avg_wrong_conf=0.6343
Round 452: training_avg_loss=0.3993, training_avg_wrong_conf=0.6458
Round 454: training_avg_loss=0.4187, training_avg_wrong_conf=0.6415
Round 456: training_avg_loss=0.3741, training_avg_wrong_conf=0.6346
Round 458: training_avg_loss=0.2935, training_avg_wrong_conf=0.6768
Round 460: training_avg_loss=0.4039, training_avg_wrong_conf=0.6371
Round 462: training_avg_loss=0.3557, training_avg_wrong_conf=0.6437
Round 464: training_avg_loss=0.3686, training_avg_wrong_conf=0.6448
Round 466: training_avg_loss=0.4405, training_avg_wrong_conf=0.6301
Round 468: training_avg_loss=0.3422, training_avg_wrong_conf=0.6376
Round 470: training_avg_loss=0.3829, training_avg_wrong_conf=0.6431
Round 472: training_avg_loss=0.3609, training_avg_wrong_conf=0.6508
Round 474: training_avg_loss=0.4034, training_avg_wrong_conf=0.6615
Round 476: training_avg_loss=0.3719, training_avg_wrong_conf=0.6388
Round 478: training_avg_loss=0.4057, training_avg_wrong_conf=0.6461
Round 480: training_avg_loss=0.3175, training_avg_wrong_conf=0.6624
Round 482: training_avg_loss=0.3899, training_avg_wrong_conf=0.6300
Round 484: training_avg_loss=0.4186, training_avg_wrong_conf=0.6482
Round 486: training_avg_loss=0.3826, training_avg_wrong_conf=0.6420
Round 488: training_avg_loss=0.3717, training_avg_wrong_conf=0.6413
Round 490: training_avg_loss=0.3688, training_avg_wrong_conf=0.6289
Round 492: training_avg_loss=0.3334, training_avg_wrong_conf=0.6682
Round 494: training_avg_loss=0.4009, training_avg_wrong_conf=0.6318
Round 496: training_avg_loss=0.3674, training_avg_wrong_conf=0.6394
Round 498: training_avg_loss=0.4343, training_avg_wrong_conf=0.6404
Round 500: training_avg_loss=0.2863, training_avg_wrong_conf=0.6620
Round 502: training_avg_loss=0.3884, training_avg_wrong_conf=0.6376
Round 504: training_avg_loss=0.3687, training_avg_wrong_conf=0.6346
Round 506: training_avg_loss=0.3421, training_avg_wrong_conf=0.6341
Round 508: training_avg_loss=0.3975, training_avg_wrong_conf=0.6215
Round 510: training_avg_loss=0.3222, training_avg_wrong_conf=0.6362
Round 512: training_avg_loss=0.3726, training_avg_wrong_conf=0.6530
Round 514: training_avg_loss=0.3446, training_avg_wrong_conf=0.6556
Round 516: training_avg_loss=0.5300, training_avg_wrong_conf=0.5839
Round 518: training_avg_loss=0.3277, training_avg_wrong_conf=0.6961
Round 520: training_avg_loss=0.3698, training_avg_wrong_conf=0.6281
Round 522: training_avg_loss=0.4436, training_avg_wrong_conf=0.6546
Round 524: training_avg_loss=0.3473, training_avg_wrong_conf=0.6379
Round 526: training_avg_loss=0.3890, training_avg_wrong_conf=0.6375
Round 528: training_avg_loss=0.3379, training_avg_wrong_conf=0.6650
Round 530: training_avg_loss=0.3749, training_avg_wrong_conf=0.6371
Round 532: training_avg_loss=0.4865, training_avg_wrong_conf=0.6124
Round 534: training_avg_loss=0.3783, training_avg_wrong_conf=0.6320
Round 536: training_avg_loss=0.3571, training_avg_wrong_conf=0.6375
Round 538: training_avg_loss=0.4077, training_avg_wrong_conf=0.6249
Round 540: training_avg_loss=0.3984, training_avg_wrong_conf=0.6718
Round 542: training_avg_loss=0.3785, training_avg_wrong_conf=0.6412
Round 544: training_avg_loss=0.3838, training_avg_wrong_conf=0.6364
Round 546: training_avg_loss=0.3861, training_avg_wrong_conf=0.6372
Round 548: training_avg_loss=0.4110, training_avg_wrong_conf=0.6459
Round 550: training_avg_loss=0.3991, training_avg_wrong_conf=0.6346
Round 552: training_avg_loss=0.3910, training_avg_wrong_conf=0.6432
Round 554: training_avg_loss=0.3587, training_avg_wrong_conf=0.6374
Round 556: training_avg_loss=0.3876, training_avg_wrong_conf=0.6353
Round 558: training_avg_loss=0.3695, training_avg_wrong_conf=0.6357
Round 560: training_avg_loss=0.3764, training_avg_wrong_conf=0.6318
Round 562: training_avg_loss=0.3788, training_avg_wrong_conf=0.6310
Round 564: training_avg_loss=0.4271, training_avg_wrong_conf=0.6673
Round 566: training_avg_loss=0.3850, training_avg_wrong_conf=0.6412
Round 568: training_avg_loss=0.3740, training_avg_wrong_conf=0.6308
Round 570: training_avg_loss=0.3786, training_avg_wrong_conf=0.6336
Round 572: training_avg_loss=0.3590, training_avg_wrong_conf=0.6327
Round 574: training_avg_loss=0.3684, training_avg_wrong_conf=0.6299
Round 576: training_avg_loss=0.3804, training_avg_wrong_conf=0.6269
Round 578: training_avg_loss=0.4117, training_avg_wrong_conf=0.6558
Round 580: training_avg_loss=0.3704, training_avg_wrong_conf=0.6368
Round 582: training_avg_loss=0.3418, training_avg_wrong_conf=0.6466
Round 584: training_avg_loss=0.4208, training_avg_wrong_conf=0.6142
Round 586: training_avg_loss=0.3701, training_avg_wrong_conf=0.6357
Round 588: training_avg_loss=0.3868, training_avg_wrong_conf=0.6332
Round 590: training_avg_loss=0.3690, training_avg_wrong_conf=0.6355
Round 592: training_avg_loss=0.4105, training_avg_wrong_conf=0.6168
Round 594: training_avg_loss=0.3842, training_avg_wrong_conf=0.6247
Round 596: training_avg_loss=0.4124, training_avg_wrong_conf=0.6427
Round 598: training_avg_loss=0.3698, training_avg_wrong_conf=0.6360
Round 600: training_avg_loss=0.2597, training_avg_wrong_conf=0.6953
