Round 1: training_avg_loss=1.4893, training_avg_wrong_conf=0.2985
Round 89: training_avg_loss=0.3582, training_avg_wrong_conf=0.6306
Round 90: training_avg_loss=0.3559, training_avg_wrong_conf=0.6288
Round 91: training_avg_loss=0.3554, training_avg_wrong_conf=0.6300
Round 92: training_avg_loss=0.3556, training_avg_wrong_conf=0.6309
Round 93: training_avg_loss=0.3546, training_avg_wrong_conf=0.6321
Round 94: training_avg_loss=0.3546, training_avg_wrong_conf=0.6298
Round 95: training_avg_loss=0.3537, training_avg_wrong_conf=0.6304
Round 96: training_avg_loss=0.3541, training_avg_wrong_conf=0.6311
Round 97: training_avg_loss=0.3526, training_avg_wrong_conf=0.6296
Round 98: training_avg_loss=0.3537, training_avg_wrong_conf=0.6293
Round 99: training_avg_loss=0.3524, training_avg_wrong_conf=0.6267
Round 100: training_avg_loss=0.3524, training_avg_wrong_conf=0.6307
Round 101: training_avg_loss=0.3519, training_avg_wrong_conf=0.6303
Round 102: training_avg_loss=0.3506, training_avg_wrong_conf=0.6284
Round 103: training_avg_loss=0.3505, training_avg_wrong_conf=0.6292
Round 104: training_avg_loss=0.3507, training_avg_wrong_conf=0.6300
Round 105: training_avg_loss=0.3498, training_avg_wrong_conf=0.6305
Round 106: training_avg_loss=0.3500, training_avg_wrong_conf=0.6302
Round 107: training_avg_loss=0.3494, training_avg_wrong_conf=0.6306
Round 108: training_avg_loss=0.3497, training_avg_wrong_conf=0.6300
Round 109: training_avg_loss=0.3492, training_avg_wrong_conf=0.6308
Round 110: training_avg_loss=0.3486, training_avg_wrong_conf=0.6279
Round 111: training_avg_loss=0.3485, training_avg_wrong_conf=0.6297
Round 112: training_avg_loss=0.3482, training_avg_wrong_conf=0.6297
Round 113: training_avg_loss=0.3476, training_avg_wrong_conf=0.6293
Round 114: training_avg_loss=0.3480, training_avg_wrong_conf=0.6307
Round 115: training_avg_loss=0.3468, training_avg_wrong_conf=0.6304
Round 116: training_avg_loss=0.3460, training_avg_wrong_conf=0.6315
Round 117: training_avg_loss=0.3470, training_avg_wrong_conf=0.6301
Round 118: training_avg_loss=0.3466, training_avg_wrong_conf=0.6280
Round 119: training_avg_loss=0.3470, training_avg_wrong_conf=0.6303
Round 120: training_avg_loss=0.3460, training_avg_wrong_conf=0.6298
Round 121: training_avg_loss=0.3469, training_avg_wrong_conf=0.6294
Round 122: training_avg_loss=0.3457, training_avg_wrong_conf=0.6283
Round 123: training_avg_loss=0.3466, training_avg_wrong_conf=0.6295
Round 124: training_avg_loss=0.3458, training_avg_wrong_conf=0.6305
Round 125: training_avg_loss=0.3448, training_avg_wrong_conf=0.6305
Round 126: training_avg_loss=0.3456, training_avg_wrong_conf=0.6311
Round 127: training_avg_loss=0.3452, training_avg_wrong_conf=0.6297
Round 128: training_avg_loss=0.3440, training_avg_wrong_conf=0.6310
Round 129: training_avg_loss=0.3446, training_avg_wrong_conf=0.6290
Round 130: training_avg_loss=0.3450, training_avg_wrong_conf=0.6287
Round 131: training_avg_loss=0.3446, training_avg_wrong_conf=0.6289
Round 132: training_avg_loss=0.3446, training_avg_wrong_conf=0.6313
Round 133: training_avg_loss=0.3448, training_avg_wrong_conf=0.6309
Round 134: training_avg_loss=0.3450, training_avg_wrong_conf=0.6295
Round 135: training_avg_loss=0.3451, training_avg_wrong_conf=0.6309
Round 136: training_avg_loss=0.3442, training_avg_wrong_conf=0.6295
Round 137: training_avg_loss=0.3440, training_avg_wrong_conf=0.6289
Round 138: training_avg_loss=0.3447, training_avg_wrong_conf=0.6290
Round 139: training_avg_loss=0.3441, training_avg_wrong_conf=0.6290
Round 140: training_avg_loss=0.3438, training_avg_wrong_conf=0.6288
Round 141: training_avg_loss=0.3432, training_avg_wrong_conf=0.6296
Round 142: training_avg_loss=0.3432, training_avg_wrong_conf=0.6285
Round 143: training_avg_loss=0.3441, training_avg_wrong_conf=0.6269
Round 144: training_avg_loss=0.3420, training_avg_wrong_conf=0.6289
Round 145: training_avg_loss=0.3437, training_avg_wrong_conf=0.6292
Round 146: training_avg_loss=0.3436, training_avg_wrong_conf=0.6298
Round 147: training_avg_loss=0.3421, training_avg_wrong_conf=0.6286
Round 148: training_avg_loss=0.3433, training_avg_wrong_conf=0.6288
Round 149: training_avg_loss=0.3425, training_avg_wrong_conf=0.6286
Round 150: training_avg_loss=0.3423, training_avg_wrong_conf=0.6289
Round 151: training_avg_loss=0.3429, training_avg_wrong_conf=0.6262
Round 152: training_avg_loss=0.3423, training_avg_wrong_conf=0.6260
Round 153: training_avg_loss=0.3430, training_avg_wrong_conf=0.6275
Round 154: training_avg_loss=0.3425, training_avg_wrong_conf=0.6276
Round 155: training_avg_loss=0.3436, training_avg_wrong_conf=0.6278
Round 156: training_avg_loss=0.3427, training_avg_wrong_conf=0.6250
Round 157: training_avg_loss=0.3431, training_avg_wrong_conf=0.6264
Round 158: training_avg_loss=0.3430, training_avg_wrong_conf=0.6279
Round 159: training_avg_loss=0.3429, training_avg_wrong_conf=0.6273
Round 160: training_avg_loss=0.3437, training_avg_wrong_conf=0.6279
Round 161: training_avg_loss=0.3438, training_avg_wrong_conf=0.6288
Round 162: training_avg_loss=0.3419, training_avg_wrong_conf=0.6283
Round 163: training_avg_loss=0.3410, training_avg_wrong_conf=0.6279
Round 164: training_avg_loss=0.3421, training_avg_wrong_conf=0.6284
Round 165: training_avg_loss=0.3432, training_avg_wrong_conf=0.6275
Round 166: training_avg_loss=0.3426, training_avg_wrong_conf=0.6269
Round 167: training_avg_loss=0.3429, training_avg_wrong_conf=0.6257
Round 168: training_avg_loss=0.3421, training_avg_wrong_conf=0.6288
Round 169: training_avg_loss=0.3425, training_avg_wrong_conf=0.6273
Round 170: training_avg_loss=0.3426, training_avg_wrong_conf=0.6288
Round 171: training_avg_loss=0.3432, training_avg_wrong_conf=0.6289
Round 172: training_avg_loss=0.3414, training_avg_wrong_conf=0.6282
Round 173: training_avg_loss=0.3429, training_avg_wrong_conf=0.6286
Round 174: training_avg_loss=0.3433, training_avg_wrong_conf=0.6288
Round 175: training_avg_loss=0.3421, training_avg_wrong_conf=0.6262
Round 176: training_avg_loss=0.3447, training_avg_wrong_conf=0.6265
Round 177: training_avg_loss=0.3426, training_avg_wrong_conf=0.6282
Round 178: training_avg_loss=0.3418, training_avg_wrong_conf=0.6271
Round 179: training_avg_loss=0.3445, training_avg_wrong_conf=0.6283
Round 180: training_avg_loss=0.3439, training_avg_wrong_conf=0.6278
Round 181: training_avg_loss=0.3430, training_avg_wrong_conf=0.6263
Round 182: training_avg_loss=0.3438, training_avg_wrong_conf=0.6280
Round 183: training_avg_loss=0.3435, training_avg_wrong_conf=0.6280
Round 184: training_avg_loss=0.3432, training_avg_wrong_conf=0.6286
Round 185: training_avg_loss=0.3435, training_avg_wrong_conf=0.6274
Round 186: training_avg_loss=0.3435, training_avg_wrong_conf=0.6276
Round 187: training_avg_loss=0.3431, training_avg_wrong_conf=0.6287
Round 188: training_avg_loss=0.3428, training_avg_wrong_conf=0.6268
Round 189: training_avg_loss=0.3421, training_avg_wrong_conf=0.6274
Round 190: training_avg_loss=0.3448, training_avg_wrong_conf=0.6267
Round 191: training_avg_loss=0.3425, training_avg_wrong_conf=0.6269
Round 192: training_avg_loss=0.3428, training_avg_wrong_conf=0.6279
Round 193: training_avg_loss=0.3441, training_avg_wrong_conf=0.6265
Round 194: training_avg_loss=0.3441, training_avg_wrong_conf=0.6265
Round 195: training_avg_loss=0.3427, training_avg_wrong_conf=0.6262
Round 196: training_avg_loss=0.3440, training_avg_wrong_conf=0.6265
Round 197: training_avg_loss=0.3437, training_avg_wrong_conf=0.6283
Round 198: training_avg_loss=0.3435, training_avg_wrong_conf=0.6289
Round 199: training_avg_loss=0.3430, training_avg_wrong_conf=0.6274
Round 200: training_avg_loss=0.3428, training_avg_wrong_conf=0.6286
Round 201: training_avg_loss=0.3437, training_avg_wrong_conf=0.6279
Round 202: training_avg_loss=0.3434, training_avg_wrong_conf=0.6279
Round 203: training_avg_loss=0.3431, training_avg_wrong_conf=0.6286
Round 204: training_avg_loss=0.3431, training_avg_wrong_conf=0.6267
Round 205: training_avg_loss=0.3440, training_avg_wrong_conf=0.6294
Round 206: training_avg_loss=0.3430, training_avg_wrong_conf=0.6283
Round 207: training_avg_loss=0.3443, training_avg_wrong_conf=0.6279
Round 208: training_avg_loss=0.3442, training_avg_wrong_conf=0.6276
Round 209: training_avg_loss=0.3445, training_avg_wrong_conf=0.6268
Round 210: training_avg_loss=0.3441, training_avg_wrong_conf=0.6283
Round 211: training_avg_loss=0.3453, training_avg_wrong_conf=0.6282
Round 212: training_avg_loss=0.3449, training_avg_wrong_conf=0.6268
Round 213: training_avg_loss=0.3443, training_avg_wrong_conf=0.6260
Round 214: training_avg_loss=0.3448, training_avg_wrong_conf=0.6269
Round 215: training_avg_loss=0.3446, training_avg_wrong_conf=0.6304
Round 216: training_avg_loss=0.3443, training_avg_wrong_conf=0.6259
Round 217: training_avg_loss=0.3449, training_avg_wrong_conf=0.6283
Round 218: training_avg_loss=0.3436, training_avg_wrong_conf=0.6270
Round 219: training_avg_loss=0.3444, training_avg_wrong_conf=0.6268
Round 220: training_avg_loss=0.3456, training_avg_wrong_conf=0.6268
Round 221: training_avg_loss=0.3443, training_avg_wrong_conf=0.6267
Round 222: training_avg_loss=0.3450, training_avg_wrong_conf=0.6264
Round 223: training_avg_loss=0.3444, training_avg_wrong_conf=0.6271
Round 224: training_avg_loss=0.3461, training_avg_wrong_conf=0.6265
Round 225: training_avg_loss=0.3447, training_avg_wrong_conf=0.6262
Round 226: training_avg_loss=0.3443, training_avg_wrong_conf=0.6262
Round 227: training_avg_loss=0.3442, training_avg_wrong_conf=0.6271
Round 228: training_avg_loss=0.3431, training_avg_wrong_conf=0.6271
Round 229: training_avg_loss=0.3436, training_avg_wrong_conf=0.6283
Round 230: training_avg_loss=0.3451, training_avg_wrong_conf=0.6270
Round 231: training_avg_loss=0.3440, training_avg_wrong_conf=0.6278
Round 232: training_avg_loss=0.3457, training_avg_wrong_conf=0.6277
Round 233: training_avg_loss=0.3443, training_avg_wrong_conf=0.6273
Round 234: training_avg_loss=0.3441, training_avg_wrong_conf=0.6277
Round 235: training_avg_loss=0.3442, training_avg_wrong_conf=0.6269
Round 236: training_avg_loss=0.3461, training_avg_wrong_conf=0.6282
Round 237: training_avg_loss=0.3450, training_avg_wrong_conf=0.6263
Round 238: training_avg_loss=0.3470, training_avg_wrong_conf=0.6255
Round 239: training_avg_loss=0.3455, training_avg_wrong_conf=0.6255
Round 240: training_avg_loss=0.3466, training_avg_wrong_conf=0.6285
Round 241: training_avg_loss=0.3463, training_avg_wrong_conf=0.6275
Round 242: training_avg_loss=0.3462, training_avg_wrong_conf=0.6264
Round 243: training_avg_loss=0.3466, training_avg_wrong_conf=0.6268
Round 244: training_avg_loss=0.3459, training_avg_wrong_conf=0.6273
Round 245: training_avg_loss=0.3467, training_avg_wrong_conf=0.6272
Round 246: training_avg_loss=0.3472, training_avg_wrong_conf=0.6298
Round 247: training_avg_loss=0.3461, training_avg_wrong_conf=0.6280
Round 248: training_avg_loss=0.3473, training_avg_wrong_conf=0.6296
Round 249: training_avg_loss=0.3474, training_avg_wrong_conf=0.6274
Round 250: training_avg_loss=0.3481, training_avg_wrong_conf=0.6270
Round 251: training_avg_loss=0.3475, training_avg_wrong_conf=0.6281
Round 252: training_avg_loss=0.3485, training_avg_wrong_conf=0.6283
Round 253: training_avg_loss=0.3482, training_avg_wrong_conf=0.6285
Round 254: training_avg_loss=0.3484, training_avg_wrong_conf=0.6277
Round 255: training_avg_loss=0.3479, training_avg_wrong_conf=0.6283
Round 256: training_avg_loss=0.3493, training_avg_wrong_conf=0.6270
Round 257: training_avg_loss=0.3480, training_avg_wrong_conf=0.6272
Round 258: training_avg_loss=0.3484, training_avg_wrong_conf=0.6272
Round 259: training_avg_loss=0.3493, training_avg_wrong_conf=0.6280
Round 260: training_avg_loss=0.3511, training_avg_wrong_conf=0.6279
Round 261: training_avg_loss=0.3498, training_avg_wrong_conf=0.6276
Round 262: training_avg_loss=0.3503, training_avg_wrong_conf=0.6279
Round 263: training_avg_loss=0.3511, training_avg_wrong_conf=0.6278
Round 264: training_avg_loss=0.3516, training_avg_wrong_conf=0.6293
Round 265: training_avg_loss=0.3504, training_avg_wrong_conf=0.6282
Round 266: training_avg_loss=0.3522, training_avg_wrong_conf=0.6281
Round 267: training_avg_loss=0.3512, training_avg_wrong_conf=0.6278
Round 268: training_avg_loss=0.3513, training_avg_wrong_conf=0.6268
Round 269: training_avg_loss=0.3517, training_avg_wrong_conf=0.6263
Round 270: training_avg_loss=0.3532, training_avg_wrong_conf=0.6274
Round 271: training_avg_loss=0.3529, training_avg_wrong_conf=0.6294
Round 272: training_avg_loss=0.3538, training_avg_wrong_conf=0.6268
Round 273: training_avg_loss=0.3524, training_avg_wrong_conf=0.6278
Round 274: training_avg_loss=0.3551, training_avg_wrong_conf=0.6294
Round 275: training_avg_loss=0.3532, training_avg_wrong_conf=0.6272
Round 276: training_avg_loss=0.3541, training_avg_wrong_conf=0.6286
Round 277: training_avg_loss=0.3550, training_avg_wrong_conf=0.6292
Round 278: training_avg_loss=0.3548, training_avg_wrong_conf=0.6295
Round 279: training_avg_loss=0.3563, training_avg_wrong_conf=0.6279
Round 280: training_avg_loss=0.3556, training_avg_wrong_conf=0.6290
Round 281: training_avg_loss=0.3550, training_avg_wrong_conf=0.6283
Round 282: training_avg_loss=0.3554, training_avg_wrong_conf=0.6273
Round 283: training_avg_loss=0.3564, training_avg_wrong_conf=0.6281
Round 284: training_avg_loss=0.3554, training_avg_wrong_conf=0.6299
Round 285: training_avg_loss=0.3558, training_avg_wrong_conf=0.6298
Round 286: training_avg_loss=0.3575, training_avg_wrong_conf=0.6292
Round 287: training_avg_loss=0.3559, training_avg_wrong_conf=0.6302
Round 288: training_avg_loss=0.3559, training_avg_wrong_conf=0.6290
Round 289: training_avg_loss=0.3562, training_avg_wrong_conf=0.6286
Round 290: training_avg_loss=0.3556, training_avg_wrong_conf=0.6289
Round 291: training_avg_loss=0.3565, training_avg_wrong_conf=0.6282
Round 292: training_avg_loss=0.3575, training_avg_wrong_conf=0.6298
Round 293: training_avg_loss=0.3577, training_avg_wrong_conf=0.6301
Round 294: training_avg_loss=0.3573, training_avg_wrong_conf=0.6284
Round 295: training_avg_loss=0.3587, training_avg_wrong_conf=0.6296
Round 296: training_avg_loss=0.3580, training_avg_wrong_conf=0.6303
Round 297: training_avg_loss=0.3576, training_avg_wrong_conf=0.6293
Round 298: training_avg_loss=0.3587, training_avg_wrong_conf=0.6290
Round 299: training_avg_loss=0.3581, training_avg_wrong_conf=0.6313
Round 300: training_avg_loss=0.3593, training_avg_wrong_conf=0.6286
