Round 1: training_avg_loss=0.4168, training_avg_wrong_conf=0.3992
Round 55: training_avg_loss=0.0190, training_avg_wrong_conf=0.7627
Round 56: training_avg_loss=0.0154, training_avg_wrong_conf=0.7507
Round 57: training_avg_loss=0.0198, training_avg_wrong_conf=0.7561
Round 58: training_avg_loss=0.0092, training_avg_wrong_conf=0.7644
Round 59: training_avg_loss=0.0238, training_avg_wrong_conf=0.7636
Round 60: training_avg_loss=0.0133, training_avg_wrong_conf=0.7248
Round 61: training_avg_loss=0.0199, training_avg_wrong_conf=0.7662
Round 62: training_avg_loss=0.0138, training_avg_wrong_conf=0.7339
Round 63: training_avg_loss=0.0192, training_avg_wrong_conf=0.7568
Round 64: training_avg_loss=0.0086, training_avg_wrong_conf=0.7493
Round 65: training_avg_loss=0.0197, training_avg_wrong_conf=0.7676
Round 66: training_avg_loss=0.0081, training_avg_wrong_conf=0.7501
Round 67: training_avg_loss=0.0229, training_avg_wrong_conf=0.7680
Round 68: training_avg_loss=0.0092, training_avg_wrong_conf=0.7574
Round 69: training_avg_loss=0.0205, training_avg_wrong_conf=0.7652
Round 70: training_avg_loss=0.0134, training_avg_wrong_conf=0.7477
Round 71: training_avg_loss=0.0185, training_avg_wrong_conf=0.7666
Round 72: training_avg_loss=0.0165, training_avg_wrong_conf=0.7392
Round 73: training_avg_loss=0.0169, training_avg_wrong_conf=0.7589
Round 74: training_avg_loss=0.0065, training_avg_wrong_conf=0.7595
Round 75: training_avg_loss=0.0216, training_avg_wrong_conf=0.7731
Round 76: training_avg_loss=0.0064, training_avg_wrong_conf=0.7615
Round 77: training_avg_loss=0.0257, training_avg_wrong_conf=0.7715
Round 78: training_avg_loss=0.0101, training_avg_wrong_conf=0.7543
Round 79: training_avg_loss=0.0202, training_avg_wrong_conf=0.7628
Round 80: training_avg_loss=0.0094, training_avg_wrong_conf=0.7483
Round 81: training_avg_loss=0.0226, training_avg_wrong_conf=0.7748
Round 82: training_avg_loss=0.0090, training_avg_wrong_conf=0.7492
Round 83: training_avg_loss=0.0252, training_avg_wrong_conf=0.7629
Round 84: training_avg_loss=0.0170, training_avg_wrong_conf=0.7372
Round 85: training_avg_loss=0.0165, training_avg_wrong_conf=0.7657
Round 86: training_avg_loss=0.0084, training_avg_wrong_conf=0.7489
Round 87: training_avg_loss=0.0207, training_avg_wrong_conf=0.7591
Round 88: training_avg_loss=0.0094, training_avg_wrong_conf=0.7472
Round 89: training_avg_loss=0.0229, training_avg_wrong_conf=0.7544
Round 90: training_avg_loss=0.0098, training_avg_wrong_conf=0.7505
Round 91: training_avg_loss=0.0194, training_avg_wrong_conf=0.7580
Round 92: training_avg_loss=0.0084, training_avg_wrong_conf=0.7571
Round 93: training_avg_loss=0.0217, training_avg_wrong_conf=0.7760
Round 94: training_avg_loss=0.0055, training_avg_wrong_conf=0.7496
Round 95: training_avg_loss=0.0257, training_avg_wrong_conf=0.7563
Round 96: training_avg_loss=0.0105, training_avg_wrong_conf=0.7296
Round 97: training_avg_loss=0.0206, training_avg_wrong_conf=0.7543
Round 98: training_avg_loss=0.0092, training_avg_wrong_conf=0.7500
Round 99: training_avg_loss=0.0223, training_avg_wrong_conf=0.7707
Round 100: training_avg_loss=0.0092, training_avg_wrong_conf=0.7320
Round 101: training_avg_loss=0.0218, training_avg_wrong_conf=0.7640
Round 102: training_avg_loss=0.0085, training_avg_wrong_conf=0.7537
Round 103: training_avg_loss=0.0228, training_avg_wrong_conf=0.7495
Round 104: training_avg_loss=0.0119, training_avg_wrong_conf=0.6938
Round 105: training_avg_loss=0.0169, training_avg_wrong_conf=0.7611
Round 106: training_avg_loss=0.0081, training_avg_wrong_conf=0.7182
Round 107: training_avg_loss=0.0201, training_avg_wrong_conf=0.7545
Round 108: training_avg_loss=0.0051, training_avg_wrong_conf=0.7185
Round 109: training_avg_loss=0.0256, training_avg_wrong_conf=0.7525
Round 110: training_avg_loss=0.0064, training_avg_wrong_conf=0.7004
Round 111: training_avg_loss=0.0237, training_avg_wrong_conf=0.7628
Round 112: training_avg_loss=0.0053, training_avg_wrong_conf=0.7067
Round 113: training_avg_loss=0.0261, training_avg_wrong_conf=0.7602
Round 114: training_avg_loss=0.0096, training_avg_wrong_conf=0.7076
Round 115: training_avg_loss=0.0203, training_avg_wrong_conf=0.7520
Round 116: training_avg_loss=0.0058, training_avg_wrong_conf=0.7558
Round 117: training_avg_loss=0.0253, training_avg_wrong_conf=0.7507
Round 118: training_avg_loss=0.0086, training_avg_wrong_conf=0.7768
Round 119: training_avg_loss=0.0245, training_avg_wrong_conf=0.7742
Round 120: training_avg_loss=0.0045, training_avg_wrong_conf=0.7504
Round 121: training_avg_loss=0.0283, training_avg_wrong_conf=0.7670
Round 122: training_avg_loss=0.0172, training_avg_wrong_conf=0.7507
Round 123: training_avg_loss=0.0166, training_avg_wrong_conf=0.7710
Round 124: training_avg_loss=0.0059, training_avg_wrong_conf=0.7480
Round 125: training_avg_loss=0.0217, training_avg_wrong_conf=0.7691
Round 126: training_avg_loss=0.0044, training_avg_wrong_conf=0.7579
Round 127: training_avg_loss=0.0254, training_avg_wrong_conf=0.7653
Round 128: training_avg_loss=0.0136, training_avg_wrong_conf=0.7751
Round 129: training_avg_loss=0.0185, training_avg_wrong_conf=0.7770
Round 130: training_avg_loss=0.0050, training_avg_wrong_conf=0.7287
Round 131: training_avg_loss=0.0236, training_avg_wrong_conf=0.7708
Round 132: training_avg_loss=0.0039, training_avg_wrong_conf=0.7383
Round 133: training_avg_loss=0.0265, training_avg_wrong_conf=0.7702
Round 134: training_avg_loss=0.0109, training_avg_wrong_conf=0.7294
Round 135: training_avg_loss=0.0199, training_avg_wrong_conf=0.7777
Round 136: training_avg_loss=0.0111, training_avg_wrong_conf=0.7600
Round 137: training_avg_loss=0.0182, training_avg_wrong_conf=0.7727
Round 138: training_avg_loss=0.0170, training_avg_wrong_conf=0.7722
Round 139: training_avg_loss=0.0153, training_avg_wrong_conf=0.7778
Round 140: training_avg_loss=0.0126, training_avg_wrong_conf=0.7752
Round 141: training_avg_loss=0.0164, training_avg_wrong_conf=0.7851
Round 142: training_avg_loss=0.0173, training_avg_wrong_conf=0.7799
Round 143: training_avg_loss=0.0145, training_avg_wrong_conf=0.7922
Round 144: training_avg_loss=0.0069, training_avg_wrong_conf=0.7544
Round 145: training_avg_loss=0.0192, training_avg_wrong_conf=0.7819
Round 146: training_avg_loss=0.0059, training_avg_wrong_conf=0.7252
Round 147: training_avg_loss=0.0223, training_avg_wrong_conf=0.7777
Round 148: training_avg_loss=0.0096, training_avg_wrong_conf=0.7310
Round 149: training_avg_loss=0.0183, training_avg_wrong_conf=0.7809
Round 150: training_avg_loss=0.0042, training_avg_wrong_conf=0.7471
