Round 1: training_avg_loss=0.4168, training_avg_wrong_conf=0.3992
Round 55: training_avg_loss=0.0163, training_avg_wrong_conf=0.7648
Round 56: training_avg_loss=0.0161, training_avg_wrong_conf=0.7655
Round 57: training_avg_loss=0.0160, training_avg_wrong_conf=0.7659
Round 58: training_avg_loss=0.0159, training_avg_wrong_conf=0.7646
Round 59: training_avg_loss=0.0157, training_avg_wrong_conf=0.7657
Round 60: training_avg_loss=0.0156, training_avg_wrong_conf=0.7665
Round 61: training_avg_loss=0.0154, training_avg_wrong_conf=0.7677
Round 62: training_avg_loss=0.0153, training_avg_wrong_conf=0.7668
Round 63: training_avg_loss=0.0152, training_avg_wrong_conf=0.7662
Round 64: training_avg_loss=0.0151, training_avg_wrong_conf=0.7687
Round 65: training_avg_loss=0.0150, training_avg_wrong_conf=0.7689
Round 66: training_avg_loss=0.0149, training_avg_wrong_conf=0.7691
Round 67: training_avg_loss=0.0148, training_avg_wrong_conf=0.7682
Round 68: training_avg_loss=0.0147, training_avg_wrong_conf=0.7679
Round 69: training_avg_loss=0.0146, training_avg_wrong_conf=0.7677
Round 70: training_avg_loss=0.0145, training_avg_wrong_conf=0.7678
Round 71: training_avg_loss=0.0144, training_avg_wrong_conf=0.7660
Round 72: training_avg_loss=0.0144, training_avg_wrong_conf=0.7689
Round 73: training_avg_loss=0.0143, training_avg_wrong_conf=0.7667
Round 74: training_avg_loss=0.0142, training_avg_wrong_conf=0.7661
Round 75: training_avg_loss=0.0142, training_avg_wrong_conf=0.7680
Round 76: training_avg_loss=0.0141, training_avg_wrong_conf=0.7659
Round 77: training_avg_loss=0.0140, training_avg_wrong_conf=0.7690
Round 78: training_avg_loss=0.0140, training_avg_wrong_conf=0.7719
Round 79: training_avg_loss=0.0139, training_avg_wrong_conf=0.7734
Round 80: training_avg_loss=0.0138, training_avg_wrong_conf=0.7739
Round 81: training_avg_loss=0.0137, training_avg_wrong_conf=0.7746
Round 82: training_avg_loss=0.0137, training_avg_wrong_conf=0.7791
Round 83: training_avg_loss=0.0136, training_avg_wrong_conf=0.7764
Round 84: training_avg_loss=0.0136, training_avg_wrong_conf=0.7781
Round 85: training_avg_loss=0.0136, training_avg_wrong_conf=0.7778
Round 86: training_avg_loss=0.0135, training_avg_wrong_conf=0.7787
Round 87: training_avg_loss=0.0135, training_avg_wrong_conf=0.7795
Round 88: training_avg_loss=0.0134, training_avg_wrong_conf=0.7798
Round 89: training_avg_loss=0.0134, training_avg_wrong_conf=0.7809
Round 90: training_avg_loss=0.0133, training_avg_wrong_conf=0.7797
Round 91: training_avg_loss=0.0133, training_avg_wrong_conf=0.7824
Round 92: training_avg_loss=0.0133, training_avg_wrong_conf=0.7831
Round 93: training_avg_loss=0.0132, training_avg_wrong_conf=0.7814
Round 94: training_avg_loss=0.0132, training_avg_wrong_conf=0.7818
Round 95: training_avg_loss=0.0131, training_avg_wrong_conf=0.7830
Round 96: training_avg_loss=0.0131, training_avg_wrong_conf=0.7835
Round 97: training_avg_loss=0.0131, training_avg_wrong_conf=0.7854
Round 98: training_avg_loss=0.0130, training_avg_wrong_conf=0.7846
Round 99: training_avg_loss=0.0130, training_avg_wrong_conf=0.7858
Round 100: training_avg_loss=0.0130, training_avg_wrong_conf=0.7880
Round 101: training_avg_loss=0.0129, training_avg_wrong_conf=0.7881
Round 102: training_avg_loss=0.0129, training_avg_wrong_conf=0.7865
Round 103: training_avg_loss=0.0129, training_avg_wrong_conf=0.7844
Round 104: training_avg_loss=0.0128, training_avg_wrong_conf=0.7876
Round 105: training_avg_loss=0.0128, training_avg_wrong_conf=0.7864
Round 106: training_avg_loss=0.0128, training_avg_wrong_conf=0.7898
Round 107: training_avg_loss=0.0128, training_avg_wrong_conf=0.7881
Round 108: training_avg_loss=0.0127, training_avg_wrong_conf=0.7873
Round 109: training_avg_loss=0.0127, training_avg_wrong_conf=0.7881
Round 110: training_avg_loss=0.0127, training_avg_wrong_conf=0.7894
Round 111: training_avg_loss=0.0127, training_avg_wrong_conf=0.7919
Round 112: training_avg_loss=0.0126, training_avg_wrong_conf=0.7904
Round 113: training_avg_loss=0.0126, training_avg_wrong_conf=0.7924
Round 114: training_avg_loss=0.0126, training_avg_wrong_conf=0.7858
Round 115: training_avg_loss=0.0126, training_avg_wrong_conf=0.7921
Round 116: training_avg_loss=0.0125, training_avg_wrong_conf=0.7909
Round 117: training_avg_loss=0.0125, training_avg_wrong_conf=0.7920
Round 118: training_avg_loss=0.0125, training_avg_wrong_conf=0.7923
Round 119: training_avg_loss=0.0125, training_avg_wrong_conf=0.7918
Round 120: training_avg_loss=0.0125, training_avg_wrong_conf=0.7929
Round 121: training_avg_loss=0.0124, training_avg_wrong_conf=0.7939
Round 122: training_avg_loss=0.0124, training_avg_wrong_conf=0.7947
Round 123: training_avg_loss=0.0124, training_avg_wrong_conf=0.7960
Round 124: training_avg_loss=0.0124, training_avg_wrong_conf=0.7956
Round 125: training_avg_loss=0.0124, training_avg_wrong_conf=0.7961
Round 126: training_avg_loss=0.0123, training_avg_wrong_conf=0.7967
Round 127: training_avg_loss=0.0123, training_avg_wrong_conf=0.7977
Round 128: training_avg_loss=0.0123, training_avg_wrong_conf=0.7973
Round 129: training_avg_loss=0.0123, training_avg_wrong_conf=0.7966
Round 130: training_avg_loss=0.0123, training_avg_wrong_conf=0.7967
Round 131: training_avg_loss=0.0123, training_avg_wrong_conf=0.7965
Round 132: training_avg_loss=0.0122, training_avg_wrong_conf=0.7970
Round 133: training_avg_loss=0.0122, training_avg_wrong_conf=0.7972
Round 134: training_avg_loss=0.0122, training_avg_wrong_conf=0.7980
Round 135: training_avg_loss=0.0122, training_avg_wrong_conf=0.8000
Round 136: training_avg_loss=0.0122, training_avg_wrong_conf=0.8014
Round 137: training_avg_loss=0.0122, training_avg_wrong_conf=0.8013
Round 138: training_avg_loss=0.0122, training_avg_wrong_conf=0.8029
Round 139: training_avg_loss=0.0121, training_avg_wrong_conf=0.8021
Round 140: training_avg_loss=0.0121, training_avg_wrong_conf=0.8043
Round 141: training_avg_loss=0.0121, training_avg_wrong_conf=0.8055
Round 142: training_avg_loss=0.0121, training_avg_wrong_conf=0.8048
Round 143: training_avg_loss=0.0121, training_avg_wrong_conf=0.8055
Round 144: training_avg_loss=0.0121, training_avg_wrong_conf=0.8053
Round 145: training_avg_loss=0.0121, training_avg_wrong_conf=0.8057
Round 146: training_avg_loss=0.0120, training_avg_wrong_conf=0.8059
Round 147: training_avg_loss=0.0120, training_avg_wrong_conf=0.8071
Round 148: training_avg_loss=0.0120, training_avg_wrong_conf=0.8072
Round 149: training_avg_loss=0.0120, training_avg_wrong_conf=0.8068
Round 150: training_avg_loss=0.0120, training_avg_wrong_conf=0.8079
Round 151: training_avg_loss=0.0120, training_avg_wrong_conf=0.8088
Round 152: training_avg_loss=0.0120, training_avg_wrong_conf=0.8073
Round 153: training_avg_loss=0.0119, training_avg_wrong_conf=0.8063
Round 154: training_avg_loss=0.0119, training_avg_wrong_conf=0.8067
Round 155: training_avg_loss=0.0119, training_avg_wrong_conf=0.8061
Round 156: training_avg_loss=0.0119, training_avg_wrong_conf=0.8056
Round 157: training_avg_loss=0.0119, training_avg_wrong_conf=0.8049
Round 158: training_avg_loss=0.0119, training_avg_wrong_conf=0.8044
Round 159: training_avg_loss=0.0118, training_avg_wrong_conf=0.8059
Round 160: training_avg_loss=0.0118, training_avg_wrong_conf=0.8056
Round 161: training_avg_loss=0.0118, training_avg_wrong_conf=0.8074
Round 162: training_avg_loss=0.0118, training_avg_wrong_conf=0.8061
Round 163: training_avg_loss=0.0118, training_avg_wrong_conf=0.8070
Round 164: training_avg_loss=0.0118, training_avg_wrong_conf=0.8063
Round 165: training_avg_loss=0.0118, training_avg_wrong_conf=0.8070
Round 166: training_avg_loss=0.0118, training_avg_wrong_conf=0.8050
Round 167: training_avg_loss=0.0118, training_avg_wrong_conf=0.8068
Round 168: training_avg_loss=0.0118, training_avg_wrong_conf=0.8044
Round 169: training_avg_loss=0.0118, training_avg_wrong_conf=0.8067
Round 170: training_avg_loss=0.0118, training_avg_wrong_conf=0.8077
Round 171: training_avg_loss=0.0118, training_avg_wrong_conf=0.8082
Round 172: training_avg_loss=0.0118, training_avg_wrong_conf=0.8108
Round 173: training_avg_loss=0.0117, training_avg_wrong_conf=0.8117
Round 174: training_avg_loss=0.0117, training_avg_wrong_conf=0.8105
Round 175: training_avg_loss=0.0117, training_avg_wrong_conf=0.8112
Round 176: training_avg_loss=0.0117, training_avg_wrong_conf=0.8093
Round 177: training_avg_loss=0.0117, training_avg_wrong_conf=0.8102
Round 178: training_avg_loss=0.0117, training_avg_wrong_conf=0.8111
Round 179: training_avg_loss=0.0117, training_avg_wrong_conf=0.8100
Round 180: training_avg_loss=0.0117, training_avg_wrong_conf=0.8107
Round 181: training_avg_loss=0.0117, training_avg_wrong_conf=0.8103
Round 182: training_avg_loss=0.0117, training_avg_wrong_conf=0.8073
Round 183: training_avg_loss=0.0117, training_avg_wrong_conf=0.8077
Round 184: training_avg_loss=0.0116, training_avg_wrong_conf=0.8060
Round 185: training_avg_loss=0.0116, training_avg_wrong_conf=0.8057
Round 186: training_avg_loss=0.0116, training_avg_wrong_conf=0.8059
Round 187: training_avg_loss=0.0116, training_avg_wrong_conf=0.8044
Round 188: training_avg_loss=0.0116, training_avg_wrong_conf=0.8051
Round 189: training_avg_loss=0.0116, training_avg_wrong_conf=0.8037
Round 190: training_avg_loss=0.0116, training_avg_wrong_conf=0.8050
Round 191: training_avg_loss=0.0116, training_avg_wrong_conf=0.8069
Round 192: training_avg_loss=0.0116, training_avg_wrong_conf=0.8052
Round 193: training_avg_loss=0.0116, training_avg_wrong_conf=0.8052
Round 194: training_avg_loss=0.0116, training_avg_wrong_conf=0.8041
Round 195: training_avg_loss=0.0116, training_avg_wrong_conf=0.8054
Round 196: training_avg_loss=0.0116, training_avg_wrong_conf=0.8058
Round 197: training_avg_loss=0.0116, training_avg_wrong_conf=0.8065
Round 198: training_avg_loss=0.0116, training_avg_wrong_conf=0.8093
Round 199: training_avg_loss=0.0116, training_avg_wrong_conf=0.8088
Round 200: training_avg_loss=0.0116, training_avg_wrong_conf=0.8089
