Round 1: training_avg_loss=0.4168, training_avg_wrong_conf=0.3992
Round 55: training_avg_loss=0.0207, training_avg_wrong_conf=0.7636
Round 56: training_avg_loss=0.0170, training_avg_wrong_conf=0.7539
Round 57: training_avg_loss=0.0107, training_avg_wrong_conf=0.7433
Round 58: training_avg_loss=0.0177, training_avg_wrong_conf=0.7628
Round 59: training_avg_loss=0.0165, training_avg_wrong_conf=0.7604
Round 60: training_avg_loss=0.0138, training_avg_wrong_conf=0.7559
Round 61: training_avg_loss=0.0185, training_avg_wrong_conf=0.7702
Round 62: training_avg_loss=0.0160, training_avg_wrong_conf=0.7606
Round 63: training_avg_loss=0.0102, training_avg_wrong_conf=0.7431
Round 64: training_avg_loss=0.0221, training_avg_wrong_conf=0.7646
Round 65: training_avg_loss=0.0164, training_avg_wrong_conf=0.7597
Round 66: training_avg_loss=0.0170, training_avg_wrong_conf=0.7230
Round 67: training_avg_loss=0.0162, training_avg_wrong_conf=0.7644
Round 68: training_avg_loss=0.0152, training_avg_wrong_conf=0.7648
Round 69: training_avg_loss=0.0114, training_avg_wrong_conf=0.7594
Round 70: training_avg_loss=0.0169, training_avg_wrong_conf=0.7653
Round 71: training_avg_loss=0.0152, training_avg_wrong_conf=0.7700
Round 72: training_avg_loss=0.0123, training_avg_wrong_conf=0.7541
Round 73: training_avg_loss=0.0166, training_avg_wrong_conf=0.7692
Round 74: training_avg_loss=0.0150, training_avg_wrong_conf=0.7676
Round 75: training_avg_loss=0.0104, training_avg_wrong_conf=0.7635
Round 76: training_avg_loss=0.0172, training_avg_wrong_conf=0.7673
Round 77: training_avg_loss=0.0150, training_avg_wrong_conf=0.7631
Round 78: training_avg_loss=0.0078, training_avg_wrong_conf=0.7508
Round 79: training_avg_loss=0.0199, training_avg_wrong_conf=0.7685
Round 80: training_avg_loss=0.0153, training_avg_wrong_conf=0.7595
Round 81: training_avg_loss=0.0148, training_avg_wrong_conf=0.7292
Round 82: training_avg_loss=0.0151, training_avg_wrong_conf=0.7671
Round 83: training_avg_loss=0.0144, training_avg_wrong_conf=0.7670
Round 84: training_avg_loss=0.0113, training_avg_wrong_conf=0.7235
Round 85: training_avg_loss=0.0153, training_avg_wrong_conf=0.7721
Round 86: training_avg_loss=0.0143, training_avg_wrong_conf=0.7657
Round 87: training_avg_loss=0.0080, training_avg_wrong_conf=0.7669
Round 88: training_avg_loss=0.0188, training_avg_wrong_conf=0.7701
Round 89: training_avg_loss=0.0146, training_avg_wrong_conf=0.7688
Round 90: training_avg_loss=0.0092, training_avg_wrong_conf=0.7676
Round 91: training_avg_loss=0.0171, training_avg_wrong_conf=0.7764
Round 92: training_avg_loss=0.0145, training_avg_wrong_conf=0.7673
Round 93: training_avg_loss=0.0186, training_avg_wrong_conf=0.7364
Round 94: training_avg_loss=0.0141, training_avg_wrong_conf=0.7829
Round 95: training_avg_loss=0.0138, training_avg_wrong_conf=0.7725
Round 96: training_avg_loss=0.0108, training_avg_wrong_conf=0.7241
Round 97: training_avg_loss=0.0157, training_avg_wrong_conf=0.7766
Round 98: training_avg_loss=0.0137, training_avg_wrong_conf=0.7767
Round 99: training_avg_loss=0.0099, training_avg_wrong_conf=0.7339
Round 100: training_avg_loss=0.0152, training_avg_wrong_conf=0.7818
Round 101: training_avg_loss=0.0136, training_avg_wrong_conf=0.7741
Round 102: training_avg_loss=0.0095, training_avg_wrong_conf=0.7389
Round 103: training_avg_loss=0.0149, training_avg_wrong_conf=0.7833
Round 104: training_avg_loss=0.0136, training_avg_wrong_conf=0.7759
Round 105: training_avg_loss=0.0096, training_avg_wrong_conf=0.7453
Round 106: training_avg_loss=0.0149, training_avg_wrong_conf=0.7804
Round 107: training_avg_loss=0.0135, training_avg_wrong_conf=0.7763
Round 108: training_avg_loss=0.0119, training_avg_wrong_conf=0.7529
Round 109: training_avg_loss=0.0143, training_avg_wrong_conf=0.7848
Round 110: training_avg_loss=0.0134, training_avg_wrong_conf=0.7786
Round 111: training_avg_loss=0.0096, training_avg_wrong_conf=0.7659
Round 112: training_avg_loss=0.0148, training_avg_wrong_conf=0.7821
Round 113: training_avg_loss=0.0133, training_avg_wrong_conf=0.7844
Round 114: training_avg_loss=0.0133, training_avg_wrong_conf=0.7557
Round 115: training_avg_loss=0.0136, training_avg_wrong_conf=0.7887
Round 116: training_avg_loss=0.0131, training_avg_wrong_conf=0.7853
Round 117: training_avg_loss=0.0085, training_avg_wrong_conf=0.7591
Round 118: training_avg_loss=0.0150, training_avg_wrong_conf=0.7833
Round 119: training_avg_loss=0.0131, training_avg_wrong_conf=0.7814
Round 120: training_avg_loss=0.0080, training_avg_wrong_conf=0.7663
Round 121: training_avg_loss=0.0169, training_avg_wrong_conf=0.7854
Round 122: training_avg_loss=0.0133, training_avg_wrong_conf=0.7819
Round 123: training_avg_loss=0.0131, training_avg_wrong_conf=0.7696
Round 124: training_avg_loss=0.0133, training_avg_wrong_conf=0.7910
Round 125: training_avg_loss=0.0129, training_avg_wrong_conf=0.7858
Round 126: training_avg_loss=0.0111, training_avg_wrong_conf=0.7728
Round 127: training_avg_loss=0.0140, training_avg_wrong_conf=0.7860
Round 128: training_avg_loss=0.0128, training_avg_wrong_conf=0.7904
Round 129: training_avg_loss=0.0076, training_avg_wrong_conf=0.7714
Round 130: training_avg_loss=0.0149, training_avg_wrong_conf=0.7855
Round 131: training_avg_loss=0.0129, training_avg_wrong_conf=0.7869
Round 132: training_avg_loss=0.0103, training_avg_wrong_conf=0.7782
Round 133: training_avg_loss=0.0137, training_avg_wrong_conf=0.7907
Round 134: training_avg_loss=0.0128, training_avg_wrong_conf=0.7883
Round 135: training_avg_loss=0.0079, training_avg_wrong_conf=0.7750
Round 136: training_avg_loss=0.0155, training_avg_wrong_conf=0.7894
Round 137: training_avg_loss=0.0129, training_avg_wrong_conf=0.7828
Round 138: training_avg_loss=0.0092, training_avg_wrong_conf=0.7813
Round 139: training_avg_loss=0.0145, training_avg_wrong_conf=0.7938
Round 140: training_avg_loss=0.0128, training_avg_wrong_conf=0.7837
Round 141: training_avg_loss=0.0079, training_avg_wrong_conf=0.7868
Round 142: training_avg_loss=0.0153, training_avg_wrong_conf=0.7892
Round 143: training_avg_loss=0.0131, training_avg_wrong_conf=0.7863
Round 144: training_avg_loss=0.0082, training_avg_wrong_conf=0.7970
Round 145: training_avg_loss=0.0154, training_avg_wrong_conf=0.7928
Round 146: training_avg_loss=0.0131, training_avg_wrong_conf=0.7863
Round 147: training_avg_loss=0.0117, training_avg_wrong_conf=0.7586
Round 148: training_avg_loss=0.0133, training_avg_wrong_conf=0.7918
Round 149: training_avg_loss=0.0127, training_avg_wrong_conf=0.7918
Round 150: training_avg_loss=0.0085, training_avg_wrong_conf=0.7853
Round 151: training_avg_loss=0.0138, training_avg_wrong_conf=0.7972
Round 152: training_avg_loss=0.0128, training_avg_wrong_conf=0.7957
Round 153: training_avg_loss=0.0132, training_avg_wrong_conf=0.7911
Round 154: training_avg_loss=0.0134, training_avg_wrong_conf=0.7996
Round 155: training_avg_loss=0.0125, training_avg_wrong_conf=0.7974
Round 156: training_avg_loss=0.0121, training_avg_wrong_conf=0.7871
Round 157: training_avg_loss=0.0132, training_avg_wrong_conf=0.8046
Round 158: training_avg_loss=0.0125, training_avg_wrong_conf=0.7984
Round 159: training_avg_loss=0.0091, training_avg_wrong_conf=0.7848
Round 160: training_avg_loss=0.0144, training_avg_wrong_conf=0.8030
Round 161: training_avg_loss=0.0126, training_avg_wrong_conf=0.7987
Round 162: training_avg_loss=0.0095, training_avg_wrong_conf=0.7794
Round 163: training_avg_loss=0.0142, training_avg_wrong_conf=0.8006
Round 164: training_avg_loss=0.0125, training_avg_wrong_conf=0.8029
Round 165: training_avg_loss=0.0106, training_avg_wrong_conf=0.7787
Round 166: training_avg_loss=0.0132, training_avg_wrong_conf=0.8054
Round 167: training_avg_loss=0.0123, training_avg_wrong_conf=0.7990
Round 168: training_avg_loss=0.0093, training_avg_wrong_conf=0.7781
Round 169: training_avg_loss=0.0137, training_avg_wrong_conf=0.8053
Round 170: training_avg_loss=0.0124, training_avg_wrong_conf=0.8047
Round 171: training_avg_loss=0.0075, training_avg_wrong_conf=0.7871
Round 172: training_avg_loss=0.0158, training_avg_wrong_conf=0.8002
Round 173: training_avg_loss=0.0127, training_avg_wrong_conf=0.8028
Round 174: training_avg_loss=0.0079, training_avg_wrong_conf=0.8004
Round 175: training_avg_loss=0.0141, training_avg_wrong_conf=0.8129
Round 176: training_avg_loss=0.0126, training_avg_wrong_conf=0.8097
Round 177: training_avg_loss=0.0107, training_avg_wrong_conf=0.7868
Round 178: training_avg_loss=0.0126, training_avg_wrong_conf=0.8042
Round 179: training_avg_loss=0.0122, training_avg_wrong_conf=0.8020
Round 180: training_avg_loss=0.0104, training_avg_wrong_conf=0.7977
Round 181: training_avg_loss=0.0132, training_avg_wrong_conf=0.8093
Round 182: training_avg_loss=0.0124, training_avg_wrong_conf=0.8067
Round 183: training_avg_loss=0.0077, training_avg_wrong_conf=0.8057
Round 184: training_avg_loss=0.0154, training_avg_wrong_conf=0.8101
Round 185: training_avg_loss=0.0128, training_avg_wrong_conf=0.8071
Round 186: training_avg_loss=0.0119, training_avg_wrong_conf=0.7874
Round 187: training_avg_loss=0.0137, training_avg_wrong_conf=0.8132
Round 188: training_avg_loss=0.0123, training_avg_wrong_conf=0.8041
Round 189: training_avg_loss=0.0121, training_avg_wrong_conf=0.7784
Round 190: training_avg_loss=0.0136, training_avg_wrong_conf=0.8085
Round 191: training_avg_loss=0.0122, training_avg_wrong_conf=0.8031
Round 192: training_avg_loss=0.0077, training_avg_wrong_conf=0.7814
Round 193: training_avg_loss=0.0146, training_avg_wrong_conf=0.8122
Round 194: training_avg_loss=0.0123, training_avg_wrong_conf=0.8028
Round 195: training_avg_loss=0.0092, training_avg_wrong_conf=0.7884
Round 196: training_avg_loss=0.0129, training_avg_wrong_conf=0.8073
Round 197: training_avg_loss=0.0122, training_avg_wrong_conf=0.8035
Round 198: training_avg_loss=0.0090, training_avg_wrong_conf=0.7834
Round 199: training_avg_loss=0.0152, training_avg_wrong_conf=0.8016
Round 200: training_avg_loss=0.0125, training_avg_wrong_conf=0.8075
Round 201: training_avg_loss=0.0070, training_avg_wrong_conf=0.7999
Round 202: training_avg_loss=0.0153, training_avg_wrong_conf=0.8045
Round 203: training_avg_loss=0.0127, training_avg_wrong_conf=0.8109
Round 204: training_avg_loss=0.0108, training_avg_wrong_conf=0.8010
Round 205: training_avg_loss=0.0134, training_avg_wrong_conf=0.8107
Round 206: training_avg_loss=0.0123, training_avg_wrong_conf=0.8086
Round 207: training_avg_loss=0.0124, training_avg_wrong_conf=0.7732
Round 208: training_avg_loss=0.0128, training_avg_wrong_conf=0.8171
Round 209: training_avg_loss=0.0121, training_avg_wrong_conf=0.8063
Round 210: training_avg_loss=0.0076, training_avg_wrong_conf=0.7890
Round 211: training_avg_loss=0.0138, training_avg_wrong_conf=0.8148
Round 212: training_avg_loss=0.0122, training_avg_wrong_conf=0.8087
Round 213: training_avg_loss=0.0076, training_avg_wrong_conf=0.7936
Round 214: training_avg_loss=0.0139, training_avg_wrong_conf=0.8140
Round 215: training_avg_loss=0.0124, training_avg_wrong_conf=0.8070
Round 216: training_avg_loss=0.0089, training_avg_wrong_conf=0.7986
Round 217: training_avg_loss=0.0136, training_avg_wrong_conf=0.8153
Round 218: training_avg_loss=0.0124, training_avg_wrong_conf=0.8149
Round 219: training_avg_loss=0.0124, training_avg_wrong_conf=0.8021
Round 220: training_avg_loss=0.0130, training_avg_wrong_conf=0.8206
Round 221: training_avg_loss=0.0121, training_avg_wrong_conf=0.8165
Round 222: training_avg_loss=0.0138, training_avg_wrong_conf=0.8078
Round 223: training_avg_loss=0.0121, training_avg_wrong_conf=0.8150
Round 224: training_avg_loss=0.0118, training_avg_wrong_conf=0.8130
Round 225: training_avg_loss=0.0079, training_avg_wrong_conf=0.8236
Round 226: training_avg_loss=0.0141, training_avg_wrong_conf=0.8186
Round 227: training_avg_loss=0.0122, training_avg_wrong_conf=0.8141
Round 228: training_avg_loss=0.0100, training_avg_wrong_conf=0.8159
Round 229: training_avg_loss=0.0136, training_avg_wrong_conf=0.8143
Round 230: training_avg_loss=0.0120, training_avg_wrong_conf=0.8126
Round 231: training_avg_loss=0.0119, training_avg_wrong_conf=0.8063
Round 232: training_avg_loss=0.0134, training_avg_wrong_conf=0.8232
Round 233: training_avg_loss=0.0120, training_avg_wrong_conf=0.8178
Round 234: training_avg_loss=0.0082, training_avg_wrong_conf=0.7942
Round 235: training_avg_loss=0.0132, training_avg_wrong_conf=0.8180
Round 236: training_avg_loss=0.0120, training_avg_wrong_conf=0.8144
Round 237: training_avg_loss=0.0095, training_avg_wrong_conf=0.7904
Round 238: training_avg_loss=0.0130, training_avg_wrong_conf=0.8208
Round 239: training_avg_loss=0.0120, training_avg_wrong_conf=0.8175
Round 240: training_avg_loss=0.0077, training_avg_wrong_conf=0.8212
Round 241: training_avg_loss=0.0134, training_avg_wrong_conf=0.8242
Round 242: training_avg_loss=0.0121, training_avg_wrong_conf=0.8195
Round 243: training_avg_loss=0.0086, training_avg_wrong_conf=0.8176
Round 244: training_avg_loss=0.0140, training_avg_wrong_conf=0.8178
Round 245: training_avg_loss=0.0122, training_avg_wrong_conf=0.8183
Round 246: training_avg_loss=0.0100, training_avg_wrong_conf=0.8053
Round 247: training_avg_loss=0.0130, training_avg_wrong_conf=0.8203
Round 248: training_avg_loss=0.0120, training_avg_wrong_conf=0.8144
Round 249: training_avg_loss=0.0089, training_avg_wrong_conf=0.8050
Round 250: training_avg_loss=0.0138, training_avg_wrong_conf=0.8140
Round 251: training_avg_loss=0.0121, training_avg_wrong_conf=0.8192
Round 252: training_avg_loss=0.0072, training_avg_wrong_conf=0.8160
Round 253: training_avg_loss=0.0159, training_avg_wrong_conf=0.8126
Round 254: training_avg_loss=0.0125, training_avg_wrong_conf=0.8194
Round 255: training_avg_loss=0.0134, training_avg_wrong_conf=0.7875
Round 256: training_avg_loss=0.0136, training_avg_wrong_conf=0.8216
Round 257: training_avg_loss=0.0120, training_avg_wrong_conf=0.8281
Round 258: training_avg_loss=0.0091, training_avg_wrong_conf=0.8316
Round 259: training_avg_loss=0.0133, training_avg_wrong_conf=0.8243
Round 260: training_avg_loss=0.0121, training_avg_wrong_conf=0.8229
Round 261: training_avg_loss=0.0067, training_avg_wrong_conf=0.7976
Round 262: training_avg_loss=0.0145, training_avg_wrong_conf=0.8159
Round 263: training_avg_loss=0.0122, training_avg_wrong_conf=0.8234
Round 264: training_avg_loss=0.0060, training_avg_wrong_conf=0.8136
Round 265: training_avg_loss=0.0151, training_avg_wrong_conf=0.8093
Round 266: training_avg_loss=0.0124, training_avg_wrong_conf=0.8185
Round 267: training_avg_loss=0.0118, training_avg_wrong_conf=0.8147
Round 268: training_avg_loss=0.0142, training_avg_wrong_conf=0.8224
Round 269: training_avg_loss=0.0121, training_avg_wrong_conf=0.8236
Round 270: training_avg_loss=0.0075, training_avg_wrong_conf=0.8131
Round 271: training_avg_loss=0.0145, training_avg_wrong_conf=0.8145
Round 272: training_avg_loss=0.0123, training_avg_wrong_conf=0.8184
Round 273: training_avg_loss=0.0132, training_avg_wrong_conf=0.7885
Round 274: training_avg_loss=0.0135, training_avg_wrong_conf=0.8284
Round 275: training_avg_loss=0.0119, training_avg_wrong_conf=0.8203
Round 276: training_avg_loss=0.0074, training_avg_wrong_conf=0.7998
Round 277: training_avg_loss=0.0141, training_avg_wrong_conf=0.8239
Round 278: training_avg_loss=0.0121, training_avg_wrong_conf=0.8176
Round 279: training_avg_loss=0.0085, training_avg_wrong_conf=0.8064
Round 280: training_avg_loss=0.0137, training_avg_wrong_conf=0.8300
Round 281: training_avg_loss=0.0121, training_avg_wrong_conf=0.8211
Round 282: training_avg_loss=0.0102, training_avg_wrong_conf=0.8208
Round 283: training_avg_loss=0.0143, training_avg_wrong_conf=0.8226
Round 284: training_avg_loss=0.0121, training_avg_wrong_conf=0.8230
Round 285: training_avg_loss=0.0133, training_avg_wrong_conf=0.7992
Round 286: training_avg_loss=0.0128, training_avg_wrong_conf=0.8327
Round 287: training_avg_loss=0.0119, training_avg_wrong_conf=0.8225
Round 288: training_avg_loss=0.0107, training_avg_wrong_conf=0.8157
Round 289: training_avg_loss=0.0129, training_avg_wrong_conf=0.8346
Round 290: training_avg_loss=0.0118, training_avg_wrong_conf=0.8275
Round 291: training_avg_loss=0.0086, training_avg_wrong_conf=0.8199
Round 292: training_avg_loss=0.0129, training_avg_wrong_conf=0.8253
Round 293: training_avg_loss=0.0118, training_avg_wrong_conf=0.8327
Round 294: training_avg_loss=0.0113, training_avg_wrong_conf=0.8444
Round 295: training_avg_loss=0.0127, training_avg_wrong_conf=0.8281
Round 296: training_avg_loss=0.0119, training_avg_wrong_conf=0.8360
Round 297: training_avg_loss=0.0090, training_avg_wrong_conf=0.8383
Round 298: training_avg_loss=0.0128, training_avg_wrong_conf=0.8353
Round 299: training_avg_loss=0.0119, training_avg_wrong_conf=0.8347
Round 300: training_avg_loss=0.0135, training_avg_wrong_conf=0.8231
