Round 1: training_avg_loss=1.4893, training_avg_wrong_conf=0.2985
Round 89: training_avg_loss=0.3650, training_avg_wrong_conf=0.6186
Round 90: training_avg_loss=0.4034, training_avg_wrong_conf=0.6267
Round 91: training_avg_loss=0.3636, training_avg_wrong_conf=0.6185
Round 92: training_avg_loss=0.4095, training_avg_wrong_conf=0.6167
Round 93: training_avg_loss=0.3634, training_avg_wrong_conf=0.6218
Round 94: training_avg_loss=0.4025, training_avg_wrong_conf=0.6212
Round 95: training_avg_loss=0.3640, training_avg_wrong_conf=0.6228
Round 96: training_avg_loss=0.3865, training_avg_wrong_conf=0.6177
Round 97: training_avg_loss=0.3660, training_avg_wrong_conf=0.6177
Round 98: training_avg_loss=0.4293, training_avg_wrong_conf=0.6150
Round 99: training_avg_loss=0.3623, training_avg_wrong_conf=0.6175
Round 100: training_avg_loss=0.4300, training_avg_wrong_conf=0.6098
Round 101: training_avg_loss=0.3618, training_avg_wrong_conf=0.6189
Round 102: training_avg_loss=0.4211, training_avg_wrong_conf=0.6171
Round 103: training_avg_loss=0.3635, training_avg_wrong_conf=0.6202
Round 104: training_avg_loss=0.3887, training_avg_wrong_conf=0.6166
Round 105: training_avg_loss=0.3744, training_avg_wrong_conf=0.6192
Round 106: training_avg_loss=0.4170, training_avg_wrong_conf=0.6121
Round 107: training_avg_loss=0.3623, training_avg_wrong_conf=0.6184
Round 108: training_avg_loss=0.4025, training_avg_wrong_conf=0.6192
Round 109: training_avg_loss=0.3609, training_avg_wrong_conf=0.6176
Round 110: training_avg_loss=0.4224, training_avg_wrong_conf=0.6201
Round 111: training_avg_loss=0.3600, training_avg_wrong_conf=0.6191
Round 112: training_avg_loss=0.4074, training_avg_wrong_conf=0.6332
Round 113: training_avg_loss=0.3600, training_avg_wrong_conf=0.6222
Round 114: training_avg_loss=0.4194, training_avg_wrong_conf=0.6087
Round 115: training_avg_loss=0.3579, training_avg_wrong_conf=0.6163
Round 116: training_avg_loss=0.4086, training_avg_wrong_conf=0.6115
Round 117: training_avg_loss=0.3635, training_avg_wrong_conf=0.6173
Round 118: training_avg_loss=0.3989, training_avg_wrong_conf=0.6231
Round 119: training_avg_loss=0.3573, training_avg_wrong_conf=0.6197
Round 120: training_avg_loss=0.4265, training_avg_wrong_conf=0.6230
Round 121: training_avg_loss=0.3593, training_avg_wrong_conf=0.6210
Round 122: training_avg_loss=0.4242, training_avg_wrong_conf=0.6115
Round 123: training_avg_loss=0.3599, training_avg_wrong_conf=0.6220
Round 124: training_avg_loss=0.4332, training_avg_wrong_conf=0.6153
Round 125: training_avg_loss=0.3597, training_avg_wrong_conf=0.6278
Round 126: training_avg_loss=0.4169, training_avg_wrong_conf=0.6272
Round 127: training_avg_loss=0.3525, training_avg_wrong_conf=0.6281
Round 128: training_avg_loss=0.3732, training_avg_wrong_conf=0.6345
Round 129: training_avg_loss=0.3519, training_avg_wrong_conf=0.6317
Round 130: training_avg_loss=0.4086, training_avg_wrong_conf=0.6279
Round 131: training_avg_loss=0.3476, training_avg_wrong_conf=0.6317
Round 132: training_avg_loss=0.3939, training_avg_wrong_conf=0.6358
Round 133: training_avg_loss=0.3454, training_avg_wrong_conf=0.6372
Round 134: training_avg_loss=0.3939, training_avg_wrong_conf=0.6336
Round 135: training_avg_loss=0.3424, training_avg_wrong_conf=0.6377
Round 136: training_avg_loss=0.3950, training_avg_wrong_conf=0.6359
Round 137: training_avg_loss=0.3416, training_avg_wrong_conf=0.6432
Round 138: training_avg_loss=0.3249, training_avg_wrong_conf=0.6508
Round 139: training_avg_loss=0.3842, training_avg_wrong_conf=0.6340
Round 140: training_avg_loss=0.4016, training_avg_wrong_conf=0.6443
Round 141: training_avg_loss=0.3431, training_avg_wrong_conf=0.6380
Round 142: training_avg_loss=0.4048, training_avg_wrong_conf=0.6376
Round 143: training_avg_loss=0.3381, training_avg_wrong_conf=0.6441
Round 144: training_avg_loss=0.3995, training_avg_wrong_conf=0.6503
Round 145: training_avg_loss=0.3365, training_avg_wrong_conf=0.6432
Round 146: training_avg_loss=0.3989, training_avg_wrong_conf=0.6489
Round 147: training_avg_loss=0.3379, training_avg_wrong_conf=0.6494
Round 148: training_avg_loss=0.3854, training_avg_wrong_conf=0.6830
Round 149: training_avg_loss=0.3686, training_avg_wrong_conf=0.6355
Round 150: training_avg_loss=0.3944, training_avg_wrong_conf=0.6366
Round 151: training_avg_loss=0.3380, training_avg_wrong_conf=0.6430
Round 152: training_avg_loss=0.3759, training_avg_wrong_conf=0.6382
Round 153: training_avg_loss=0.3408, training_avg_wrong_conf=0.6467
Round 154: training_avg_loss=0.3848, training_avg_wrong_conf=0.6446
Round 155: training_avg_loss=0.3382, training_avg_wrong_conf=0.6455
Round 156: training_avg_loss=0.3850, training_avg_wrong_conf=0.6473
Round 157: training_avg_loss=0.3389, training_avg_wrong_conf=0.6418
Round 158: training_avg_loss=0.3826, training_avg_wrong_conf=0.6414
Round 159: training_avg_loss=0.3354, training_avg_wrong_conf=0.6452
Round 160: training_avg_loss=0.3865, training_avg_wrong_conf=0.6485
Round 161: training_avg_loss=0.3478, training_avg_wrong_conf=0.6353
Round 162: training_avg_loss=0.4361, training_avg_wrong_conf=0.6389
Round 163: training_avg_loss=0.3359, training_avg_wrong_conf=0.6514
Round 164: training_avg_loss=0.3825, training_avg_wrong_conf=0.6462
Round 165: training_avg_loss=0.3303, training_avg_wrong_conf=0.6463
Round 166: training_avg_loss=0.3876, training_avg_wrong_conf=0.6657
Round 167: training_avg_loss=0.3333, training_avg_wrong_conf=0.6499
Round 168: training_avg_loss=0.3739, training_avg_wrong_conf=0.6462
Round 169: training_avg_loss=0.3307, training_avg_wrong_conf=0.6489
Round 170: training_avg_loss=0.3832, training_avg_wrong_conf=0.6602
Round 171: training_avg_loss=0.3279, training_avg_wrong_conf=0.6467
Round 172: training_avg_loss=0.4086, training_avg_wrong_conf=0.6547
Round 173: training_avg_loss=0.3297, training_avg_wrong_conf=0.6530
Round 174: training_avg_loss=0.3746, training_avg_wrong_conf=0.6599
Round 175: training_avg_loss=0.3322, training_avg_wrong_conf=0.6520
Round 176: training_avg_loss=0.3820, training_avg_wrong_conf=0.6458
Round 177: training_avg_loss=0.3282, training_avg_wrong_conf=0.6497
Round 178: training_avg_loss=0.3816, training_avg_wrong_conf=0.6648
Round 179: training_avg_loss=0.3375, training_avg_wrong_conf=0.6396
Round 180: training_avg_loss=0.4085, training_avg_wrong_conf=0.6420
Round 181: training_avg_loss=0.3283, training_avg_wrong_conf=0.6489
Round 182: training_avg_loss=0.3762, training_avg_wrong_conf=0.6660
Round 183: training_avg_loss=0.3334, training_avg_wrong_conf=0.6563
Round 184: training_avg_loss=0.4120, training_avg_wrong_conf=0.6416
Round 185: training_avg_loss=0.3309, training_avg_wrong_conf=0.6459
Round 186: training_avg_loss=0.3569, training_avg_wrong_conf=0.6445
Round 187: training_avg_loss=0.3281, training_avg_wrong_conf=0.6497
Round 188: training_avg_loss=0.4108, training_avg_wrong_conf=0.6604
Round 189: training_avg_loss=0.3305, training_avg_wrong_conf=0.6551
Round 190: training_avg_loss=0.3663, training_avg_wrong_conf=0.6461
Round 191: training_avg_loss=0.3256, training_avg_wrong_conf=0.6478
Round 192: training_avg_loss=0.3548, training_avg_wrong_conf=0.6451
Round 193: training_avg_loss=0.3268, training_avg_wrong_conf=0.6496
Round 194: training_avg_loss=0.3868, training_avg_wrong_conf=0.6562
Round 195: training_avg_loss=0.3303, training_avg_wrong_conf=0.6593
Round 196: training_avg_loss=0.4050, training_avg_wrong_conf=0.6571
Round 197: training_avg_loss=0.3266, training_avg_wrong_conf=0.6551
Round 198: training_avg_loss=0.3739, training_avg_wrong_conf=0.6511
Round 199: training_avg_loss=0.3246, training_avg_wrong_conf=0.6478
Round 200: training_avg_loss=0.3222, training_avg_wrong_conf=0.6586
Round 201: training_avg_loss=0.3457, training_avg_wrong_conf=0.6449
Round 202: training_avg_loss=0.4062, training_avg_wrong_conf=0.6475
Round 203: training_avg_loss=0.3285, training_avg_wrong_conf=0.6486
Round 204: training_avg_loss=0.3733, training_avg_wrong_conf=0.6441
Round 205: training_avg_loss=0.3276, training_avg_wrong_conf=0.6496
Round 206: training_avg_loss=0.3649, training_avg_wrong_conf=0.6481
Round 207: training_avg_loss=0.3274, training_avg_wrong_conf=0.6500
Round 208: training_avg_loss=0.3798, training_avg_wrong_conf=0.6442
Round 209: training_avg_loss=0.3268, training_avg_wrong_conf=0.6510
Round 210: training_avg_loss=0.3653, training_avg_wrong_conf=0.6664
Round 211: training_avg_loss=0.3466, training_avg_wrong_conf=0.6332
Round 212: training_avg_loss=0.3796, training_avg_wrong_conf=0.6553
Round 213: training_avg_loss=0.3738, training_avg_wrong_conf=0.6303
Round 214: training_avg_loss=0.4503, training_avg_wrong_conf=0.6137
Round 215: training_avg_loss=0.3332, training_avg_wrong_conf=0.6445
Round 216: training_avg_loss=0.4026, training_avg_wrong_conf=0.6576
Round 217: training_avg_loss=0.3312, training_avg_wrong_conf=0.6541
Round 218: training_avg_loss=0.3719, training_avg_wrong_conf=0.6488
Round 219: training_avg_loss=0.3255, training_avg_wrong_conf=0.6507
Round 220: training_avg_loss=0.3324, training_avg_wrong_conf=0.6880
Round 221: training_avg_loss=0.3443, training_avg_wrong_conf=0.6569
Round 222: training_avg_loss=0.3935, training_avg_wrong_conf=0.6474
Round 223: training_avg_loss=0.3292, training_avg_wrong_conf=0.6449
Round 224: training_avg_loss=0.3516, training_avg_wrong_conf=0.6613
Round 225: training_avg_loss=0.3298, training_avg_wrong_conf=0.6490
Round 226: training_avg_loss=0.3118, training_avg_wrong_conf=0.6776
Round 227: training_avg_loss=0.3392, training_avg_wrong_conf=0.6507
Round 228: training_avg_loss=0.3689, training_avg_wrong_conf=0.6633
Round 229: training_avg_loss=0.3275, training_avg_wrong_conf=0.6504
Round 230: training_avg_loss=0.3747, training_avg_wrong_conf=0.6594
Round 231: training_avg_loss=0.3283, training_avg_wrong_conf=0.6506
Round 232: training_avg_loss=0.3774, training_avg_wrong_conf=0.6511
Round 233: training_avg_loss=0.3255, training_avg_wrong_conf=0.6511
Round 234: training_avg_loss=0.3630, training_avg_wrong_conf=0.6478
Round 235: training_avg_loss=0.3241, training_avg_wrong_conf=0.6480
Round 236: training_avg_loss=0.3488, training_avg_wrong_conf=0.6529
Round 237: training_avg_loss=0.3268, training_avg_wrong_conf=0.6497
Round 238: training_avg_loss=0.3661, training_avg_wrong_conf=0.6389
Round 239: training_avg_loss=0.3274, training_avg_wrong_conf=0.6464
Round 240: training_avg_loss=0.3783, training_avg_wrong_conf=0.6665
Round 241: training_avg_loss=0.3460, training_avg_wrong_conf=0.6432
Round 242: training_avg_loss=0.3978, training_avg_wrong_conf=0.6281
Round 243: training_avg_loss=0.3278, training_avg_wrong_conf=0.6474
Round 244: training_avg_loss=0.3804, training_avg_wrong_conf=0.6551
Round 245: training_avg_loss=0.3252, training_avg_wrong_conf=0.6474
Round 246: training_avg_loss=0.3706, training_avg_wrong_conf=0.6425
Round 247: training_avg_loss=0.3271, training_avg_wrong_conf=0.6480
Round 248: training_avg_loss=0.3764, training_avg_wrong_conf=0.6464
Round 249: training_avg_loss=0.3265, training_avg_wrong_conf=0.6485
Round 250: training_avg_loss=0.3774, training_avg_wrong_conf=0.6555
Round 251: training_avg_loss=0.3301, training_avg_wrong_conf=0.6512
Round 252: training_avg_loss=0.3700, training_avg_wrong_conf=0.6419
Round 253: training_avg_loss=0.3268, training_avg_wrong_conf=0.6476
Round 254: training_avg_loss=0.3707, training_avg_wrong_conf=0.6461
Round 255: training_avg_loss=0.3266, training_avg_wrong_conf=0.6474
Round 256: training_avg_loss=0.3781, training_avg_wrong_conf=0.6436
Round 257: training_avg_loss=0.3280, training_avg_wrong_conf=0.6466
Round 258: training_avg_loss=0.3663, training_avg_wrong_conf=0.6533
Round 259: training_avg_loss=0.3265, training_avg_wrong_conf=0.6454
Round 260: training_avg_loss=0.3986, training_avg_wrong_conf=0.6519
Round 261: training_avg_loss=0.3308, training_avg_wrong_conf=0.6501
Round 262: training_avg_loss=0.3642, training_avg_wrong_conf=0.6619
Round 263: training_avg_loss=0.3374, training_avg_wrong_conf=0.6503
Round 264: training_avg_loss=0.3740, training_avg_wrong_conf=0.6472
Round 265: training_avg_loss=0.3277, training_avg_wrong_conf=0.6464
Round 266: training_avg_loss=0.3784, training_avg_wrong_conf=0.6491
Round 267: training_avg_loss=0.3278, training_avg_wrong_conf=0.6486
Round 268: training_avg_loss=0.3641, training_avg_wrong_conf=0.6415
Round 269: training_avg_loss=0.3284, training_avg_wrong_conf=0.6459
Round 270: training_avg_loss=0.3702, training_avg_wrong_conf=0.6518
Round 271: training_avg_loss=0.3282, training_avg_wrong_conf=0.6468
Round 272: training_avg_loss=0.3733, training_avg_wrong_conf=0.6411
Round 273: training_avg_loss=0.3283, training_avg_wrong_conf=0.6470
Round 274: training_avg_loss=0.3753, training_avg_wrong_conf=0.6567
Round 275: training_avg_loss=0.3306, training_avg_wrong_conf=0.6475
Round 276: training_avg_loss=0.3668, training_avg_wrong_conf=0.6381
Round 277: training_avg_loss=0.3281, training_avg_wrong_conf=0.6456
Round 278: training_avg_loss=0.3876, training_avg_wrong_conf=0.6466
Round 279: training_avg_loss=0.3305, training_avg_wrong_conf=0.6464
Round 280: training_avg_loss=0.3829, training_avg_wrong_conf=0.6515
Round 281: training_avg_loss=0.3321, training_avg_wrong_conf=0.6482
Round 282: training_avg_loss=0.3684, training_avg_wrong_conf=0.6552
Round 283: training_avg_loss=0.3350, training_avg_wrong_conf=0.6432
Round 284: training_avg_loss=0.3825, training_avg_wrong_conf=0.6466
Round 285: training_avg_loss=0.3324, training_avg_wrong_conf=0.6467
Round 286: training_avg_loss=0.3704, training_avg_wrong_conf=0.6399
Round 287: training_avg_loss=0.3291, training_avg_wrong_conf=0.6450
Round 288: training_avg_loss=0.3486, training_avg_wrong_conf=0.6631
Round 289: training_avg_loss=0.3482, training_avg_wrong_conf=0.6327
Round 290: training_avg_loss=0.3873, training_avg_wrong_conf=0.6538
Round 291: training_avg_loss=0.3642, training_avg_wrong_conf=0.6279
Round 292: training_avg_loss=0.3856, training_avg_wrong_conf=0.6300
Round 293: training_avg_loss=0.3421, training_avg_wrong_conf=0.6419
Round 294: training_avg_loss=0.3984, training_avg_wrong_conf=0.6418
Round 295: training_avg_loss=0.3365, training_avg_wrong_conf=0.6431
Round 296: training_avg_loss=0.3860, training_avg_wrong_conf=0.6306
Round 297: training_avg_loss=0.3336, training_avg_wrong_conf=0.6425
Round 298: training_avg_loss=0.3714, training_avg_wrong_conf=0.6407
Round 299: training_avg_loss=0.3319, training_avg_wrong_conf=0.6445
Round 300: training_avg_loss=0.4121, training_avg_wrong_conf=0.6451
