Round 1: training_avg_loss=0.4168, training_avg_wrong_conf=0.3992
Round 55: training_avg_loss=0.0163, training_avg_wrong_conf=0.7713
Round 56: training_avg_loss=0.0161, training_avg_wrong_conf=0.7718
Round 57: training_avg_loss=0.0160, training_avg_wrong_conf=0.7734
Round 58: training_avg_loss=0.0158, training_avg_wrong_conf=0.7741
Round 59: training_avg_loss=0.0157, training_avg_wrong_conf=0.7746
Round 60: training_avg_loss=0.0156, training_avg_wrong_conf=0.7745
Round 61: training_avg_loss=0.0154, training_avg_wrong_conf=0.7738
Round 62: training_avg_loss=0.0153, training_avg_wrong_conf=0.7759
Round 63: training_avg_loss=0.0152, training_avg_wrong_conf=0.7764
Round 64: training_avg_loss=0.0150, training_avg_wrong_conf=0.7763
Round 65: training_avg_loss=0.0149, training_avg_wrong_conf=0.7763
Round 66: training_avg_loss=0.0148, training_avg_wrong_conf=0.7761
Round 67: training_avg_loss=0.0147, training_avg_wrong_conf=0.7768
Round 68: training_avg_loss=0.0146, training_avg_wrong_conf=0.7756
Round 69: training_avg_loss=0.0146, training_avg_wrong_conf=0.7760
Round 70: training_avg_loss=0.0145, training_avg_wrong_conf=0.7761
Round 71: training_avg_loss=0.0144, training_avg_wrong_conf=0.7776
Round 72: training_avg_loss=0.0143, training_avg_wrong_conf=0.7764
Round 73: training_avg_loss=0.0142, training_avg_wrong_conf=0.7760
Round 74: training_avg_loss=0.0141, training_avg_wrong_conf=0.7770
Round 75: training_avg_loss=0.0140, training_avg_wrong_conf=0.7768
Round 76: training_avg_loss=0.0140, training_avg_wrong_conf=0.7789
Round 77: training_avg_loss=0.0139, training_avg_wrong_conf=0.7789
Round 78: training_avg_loss=0.0138, training_avg_wrong_conf=0.7779
Round 79: training_avg_loss=0.0138, training_avg_wrong_conf=0.7820
Round 80: training_avg_loss=0.0137, training_avg_wrong_conf=0.7809
Round 81: training_avg_loss=0.0136, training_avg_wrong_conf=0.7814
Round 82: training_avg_loss=0.0136, training_avg_wrong_conf=0.7820
Round 83: training_avg_loss=0.0135, training_avg_wrong_conf=0.7820
Round 84: training_avg_loss=0.0135, training_avg_wrong_conf=0.7842
Round 85: training_avg_loss=0.0134, training_avg_wrong_conf=0.7833
Round 86: training_avg_loss=0.0134, training_avg_wrong_conf=0.7855
Round 87: training_avg_loss=0.0133, training_avg_wrong_conf=0.7871
Round 88: training_avg_loss=0.0133, training_avg_wrong_conf=0.7868
Round 89: training_avg_loss=0.0132, training_avg_wrong_conf=0.7871
Round 90: training_avg_loss=0.0132, training_avg_wrong_conf=0.7908
Round 91: training_avg_loss=0.0131, training_avg_wrong_conf=0.7898
Round 92: training_avg_loss=0.0131, training_avg_wrong_conf=0.7901
Round 93: training_avg_loss=0.0131, training_avg_wrong_conf=0.7893
Round 94: training_avg_loss=0.0130, training_avg_wrong_conf=0.7909
Round 95: training_avg_loss=0.0130, training_avg_wrong_conf=0.7924
Round 96: training_avg_loss=0.0130, training_avg_wrong_conf=0.7919
Round 97: training_avg_loss=0.0129, training_avg_wrong_conf=0.7940
Round 98: training_avg_loss=0.0129, training_avg_wrong_conf=0.7930
Round 99: training_avg_loss=0.0129, training_avg_wrong_conf=0.7951
Round 100: training_avg_loss=0.0128, training_avg_wrong_conf=0.7963
Round 101: training_avg_loss=0.0128, training_avg_wrong_conf=0.7975
Round 102: training_avg_loss=0.0128, training_avg_wrong_conf=0.7973
Round 103: training_avg_loss=0.0127, training_avg_wrong_conf=0.7965
Round 104: training_avg_loss=0.0127, training_avg_wrong_conf=0.7960
Round 105: training_avg_loss=0.0127, training_avg_wrong_conf=0.7953
Round 106: training_avg_loss=0.0126, training_avg_wrong_conf=0.7966
Round 107: training_avg_loss=0.0126, training_avg_wrong_conf=0.7909
Round 108: training_avg_loss=0.0126, training_avg_wrong_conf=0.7968
Round 109: training_avg_loss=0.0126, training_avg_wrong_conf=0.7909
Round 110: training_avg_loss=0.0126, training_avg_wrong_conf=0.7918
Round 111: training_avg_loss=0.0126, training_avg_wrong_conf=0.7913
Round 112: training_avg_loss=0.0125, training_avg_wrong_conf=0.7917
Round 113: training_avg_loss=0.0125, training_avg_wrong_conf=0.7894
Round 114: training_avg_loss=0.0125, training_avg_wrong_conf=0.7907
Round 115: training_avg_loss=0.0125, training_avg_wrong_conf=0.7903
Round 116: training_avg_loss=0.0124, training_avg_wrong_conf=0.7905
Round 117: training_avg_loss=0.0124, training_avg_wrong_conf=0.7902
Round 118: training_avg_loss=0.0124, training_avg_wrong_conf=0.7905
Round 119: training_avg_loss=0.0124, training_avg_wrong_conf=0.7890
Round 120: training_avg_loss=0.0124, training_avg_wrong_conf=0.7900
Round 121: training_avg_loss=0.0123, training_avg_wrong_conf=0.7885
Round 122: training_avg_loss=0.0123, training_avg_wrong_conf=0.7926
Round 123: training_avg_loss=0.0123, training_avg_wrong_conf=0.7913
Round 124: training_avg_loss=0.0123, training_avg_wrong_conf=0.7934
Round 125: training_avg_loss=0.0123, training_avg_wrong_conf=0.7920
Round 126: training_avg_loss=0.0123, training_avg_wrong_conf=0.7941
Round 127: training_avg_loss=0.0123, training_avg_wrong_conf=0.7911
Round 128: training_avg_loss=0.0123, training_avg_wrong_conf=0.7912
Round 129: training_avg_loss=0.0123, training_avg_wrong_conf=0.7940
Round 130: training_avg_loss=0.0122, training_avg_wrong_conf=0.7939
Round 131: training_avg_loss=0.0122, training_avg_wrong_conf=0.7931
Round 132: training_avg_loss=0.0122, training_avg_wrong_conf=0.7940
Round 133: training_avg_loss=0.0122, training_avg_wrong_conf=0.7948
Round 134: training_avg_loss=0.0122, training_avg_wrong_conf=0.7953
Round 135: training_avg_loss=0.0122, training_avg_wrong_conf=0.7973
