Round 1: training_avg_loss=0.4168, training_avg_wrong_conf=0.3992
Round 55: training_avg_loss=0.0162, training_avg_wrong_conf=0.7674
Round 56: training_avg_loss=0.0161, training_avg_wrong_conf=0.7689
Round 57: training_avg_loss=0.0159, training_avg_wrong_conf=0.7698
Round 58: training_avg_loss=0.0158, training_avg_wrong_conf=0.7703
Round 59: training_avg_loss=0.0156, training_avg_wrong_conf=0.7725
Round 60: training_avg_loss=0.0155, training_avg_wrong_conf=0.7733
Round 61: training_avg_loss=0.0153, training_avg_wrong_conf=0.7732
Round 62: training_avg_loss=0.0152, training_avg_wrong_conf=0.7727
Round 63: training_avg_loss=0.0151, training_avg_wrong_conf=0.7725
Round 64: training_avg_loss=0.0150, training_avg_wrong_conf=0.7723
Round 64: training_avg_loss=0.0150, training_avg_wrong_conf=0.7723
Round 65: training_avg_loss=0.0148, training_avg_wrong_conf=0.7742
Round 65: training_avg_loss=0.0148, training_avg_wrong_conf=0.7742
Round 66: training_avg_loss=0.0147, training_avg_wrong_conf=0.7756
Round 67: training_avg_loss=0.0146, training_avg_wrong_conf=0.7762
Round 67: training_avg_loss=0.0146, training_avg_wrong_conf=0.7762
Round 68: training_avg_loss=0.0145, training_avg_wrong_conf=0.7773
Round 69: training_avg_loss=0.0144, training_avg_wrong_conf=0.7780
Round 69: training_avg_loss=0.0144, training_avg_wrong_conf=0.7780
Round 70: training_avg_loss=0.0143, training_avg_wrong_conf=0.7779
Round 70: training_avg_loss=0.0143, training_avg_wrong_conf=0.7779
Round 71: training_avg_loss=0.0142, training_avg_wrong_conf=0.7791
Round 71: training_avg_loss=0.0142, training_avg_wrong_conf=0.7791
Round 72: training_avg_loss=0.0141, training_avg_wrong_conf=0.7788
Round 72: training_avg_loss=0.0141, training_avg_wrong_conf=0.7788
Round 73: training_avg_loss=0.0140, training_avg_wrong_conf=0.7791
Round 73: training_avg_loss=0.0140, training_avg_wrong_conf=0.7791
Round 74: training_avg_loss=0.0140, training_avg_wrong_conf=0.7783
Round 74: training_avg_loss=0.0140, training_avg_wrong_conf=0.7783
Round 75: training_avg_loss=0.0139, training_avg_wrong_conf=0.7790
Round 75: training_avg_loss=0.0139, training_avg_wrong_conf=0.7790
Round 76: training_avg_loss=0.0138, training_avg_wrong_conf=0.7810
Round 76: training_avg_loss=0.0138, training_avg_wrong_conf=0.7810
Round 77: training_avg_loss=0.0138, training_avg_wrong_conf=0.7806
Round 78: training_avg_loss=0.0137, training_avg_wrong_conf=0.7808
Round 79: training_avg_loss=0.0136, training_avg_wrong_conf=0.7805
Round 79: training_avg_loss=0.0136, training_avg_wrong_conf=0.7805
Round 81: training_avg_loss=0.0135, training_avg_wrong_conf=0.7829
Round 80: training_avg_loss=0.0135, training_avg_wrong_conf=0.7803
Round 82: training_avg_loss=0.0134, training_avg_wrong_conf=0.7802
Round 81: training_avg_loss=0.0135, training_avg_wrong_conf=0.7829
Round 83: training_avg_loss=0.0134, training_avg_wrong_conf=0.7810
Round 84: training_avg_loss=0.0133, training_avg_wrong_conf=0.7815
Round 83: training_avg_loss=0.0134, training_avg_wrong_conf=0.7810
Round 85: training_avg_loss=0.0132, training_avg_wrong_conf=0.7818
Round 84: training_avg_loss=0.0133, training_avg_wrong_conf=0.7815
Round 86: training_avg_loss=0.0132, training_avg_wrong_conf=0.7805
Round 85: training_avg_loss=0.0132, training_avg_wrong_conf=0.7818
Round 87: training_avg_loss=0.0131, training_avg_wrong_conf=0.7820
Round 86: training_avg_loss=0.0132, training_avg_wrong_conf=0.7805
Round 88: training_avg_loss=0.0131, training_avg_wrong_conf=0.7822
Round 87: training_avg_loss=0.0131, training_avg_wrong_conf=0.7820
Round 89: training_avg_loss=0.0130, training_avg_wrong_conf=0.7838
Round 88: training_avg_loss=0.0131, training_avg_wrong_conf=0.7822
Round 90: training_avg_loss=0.0130, training_avg_wrong_conf=0.7836
Round 91: training_avg_loss=0.0129, training_avg_wrong_conf=0.7844
Round 90: training_avg_loss=0.0130, training_avg_wrong_conf=0.7836
Round 93: training_avg_loss=0.0129, training_avg_wrong_conf=0.7847
Round 91: training_avg_loss=0.0129, training_avg_wrong_conf=0.7844
Round 94: training_avg_loss=0.0128, training_avg_wrong_conf=0.7861
Round 92: training_avg_loss=0.0129, training_avg_wrong_conf=0.7839
Round 95: training_avg_loss=0.0128, training_avg_wrong_conf=0.7878
Round 93: training_avg_loss=0.0129, training_avg_wrong_conf=0.7847
Round 96: training_avg_loss=0.0128, training_avg_wrong_conf=0.7863
Round 94: training_avg_loss=0.0128, training_avg_wrong_conf=0.7861
Round 97: training_avg_loss=0.0127, training_avg_wrong_conf=0.7886
Round 95: training_avg_loss=0.0128, training_avg_wrong_conf=0.7878
Round 98: training_avg_loss=0.0127, training_avg_wrong_conf=0.7883
Round 99: training_avg_loss=0.0127, training_avg_wrong_conf=0.7875
Round 97: training_avg_loss=0.0127, training_avg_wrong_conf=0.7886
Round 100: training_avg_loss=0.0126, training_avg_wrong_conf=0.7891
Round 101: training_avg_loss=0.0126, training_avg_wrong_conf=0.7889
Round 99: training_avg_loss=0.0127, training_avg_wrong_conf=0.7875
Round 103: training_avg_loss=0.0125, training_avg_wrong_conf=0.7907
Round 100: training_avg_loss=0.0126, training_avg_wrong_conf=0.7891
Round 104: training_avg_loss=0.0125, training_avg_wrong_conf=0.7936
Round 101: training_avg_loss=0.0126, training_avg_wrong_conf=0.7889
Round 105: training_avg_loss=0.0125, training_avg_wrong_conf=0.7906
Round 102: training_avg_loss=0.0126, training_avg_wrong_conf=0.7897
Round 106: training_avg_loss=0.0125, training_avg_wrong_conf=0.7926
Round 103: training_avg_loss=0.0125, training_avg_wrong_conf=0.7907
Round 104: training_avg_loss=0.0125, training_avg_wrong_conf=0.7936
Round 108: training_avg_loss=0.0124, training_avg_wrong_conf=0.7918
Round 105: training_avg_loss=0.0125, training_avg_wrong_conf=0.7906
Round 106: training_avg_loss=0.0125, training_avg_wrong_conf=0.7926
Round 110: training_avg_loss=0.0124, training_avg_wrong_conf=0.7930
Round 107: training_avg_loss=0.0124, training_avg_wrong_conf=0.7942
Round 111: training_avg_loss=0.0123, training_avg_wrong_conf=0.7887
Round 108: training_avg_loss=0.0124, training_avg_wrong_conf=0.7918
Round 112: training_avg_loss=0.0123, training_avg_wrong_conf=0.7951
Round 113: training_avg_loss=0.0123, training_avg_wrong_conf=0.7890
Round 114: training_avg_loss=0.0123, training_avg_wrong_conf=0.7892
Round 111: training_avg_loss=0.0123, training_avg_wrong_conf=0.7887
Round 116: training_avg_loss=0.0122, training_avg_wrong_conf=0.7924
Round 112: training_avg_loss=0.0123, training_avg_wrong_conf=0.7951
Round 117: training_avg_loss=0.0122, training_avg_wrong_conf=0.7907
Round 113: training_avg_loss=0.0123, training_avg_wrong_conf=0.7890
Round 118: training_avg_loss=0.0122, training_avg_wrong_conf=0.7951
Round 114: training_avg_loss=0.0123, training_avg_wrong_conf=0.7892
Round 119: training_avg_loss=0.0122, training_avg_wrong_conf=0.7910
Round 115: training_avg_loss=0.0122, training_avg_wrong_conf=0.7917
Round 120: training_avg_loss=0.0121, training_avg_wrong_conf=0.7909
Round 116: training_avg_loss=0.0122, training_avg_wrong_conf=0.7924
Round 121: training_avg_loss=0.0121, training_avg_wrong_conf=0.7905
Round 117: training_avg_loss=0.0122, training_avg_wrong_conf=0.7907
Round 122: training_avg_loss=0.0121, training_avg_wrong_conf=0.7911
Round 118: training_avg_loss=0.0122, training_avg_wrong_conf=0.7951
Round 119: training_avg_loss=0.0122, training_avg_wrong_conf=0.7910
Round 124: training_avg_loss=0.0121, training_avg_wrong_conf=0.7960
Round 120: training_avg_loss=0.0121, training_avg_wrong_conf=0.7909
Round 125: training_avg_loss=0.0121, training_avg_wrong_conf=0.7971
Round 126: training_avg_loss=0.0120, training_avg_wrong_conf=0.7970
Round 122: training_avg_loss=0.0121, training_avg_wrong_conf=0.7911
Round 128: training_avg_loss=0.0120, training_avg_wrong_conf=0.7983
Round 123: training_avg_loss=0.0121, training_avg_wrong_conf=0.7909
Round 129: training_avg_loss=0.0120, training_avg_wrong_conf=0.7990
Round 124: training_avg_loss=0.0121, training_avg_wrong_conf=0.7960
Round 130: training_avg_loss=0.0120, training_avg_wrong_conf=0.7988
Round 125: training_avg_loss=0.0121, training_avg_wrong_conf=0.7971
Round 131: training_avg_loss=0.0119, training_avg_wrong_conf=0.7994
Round 126: training_avg_loss=0.0120, training_avg_wrong_conf=0.7970
Round 132: training_avg_loss=0.0119, training_avg_wrong_conf=0.8010
Round 127: training_avg_loss=0.0120, training_avg_wrong_conf=0.7991
Round 133: training_avg_loss=0.0119, training_avg_wrong_conf=0.8072
Round 128: training_avg_loss=0.0120, training_avg_wrong_conf=0.7983
Round 134: training_avg_loss=0.0119, training_avg_wrong_conf=0.8087
Round 135: training_avg_loss=0.0119, training_avg_wrong_conf=0.8075
Round 136: training_avg_loss=0.0119, training_avg_wrong_conf=0.8063
Round 137: training_avg_loss=0.0119, training_avg_wrong_conf=0.8064
Round 138: training_avg_loss=0.0119, training_avg_wrong_conf=0.8055
Round 139: training_avg_loss=0.0118, training_avg_wrong_conf=0.8062
Round 140: training_avg_loss=0.0118, training_avg_wrong_conf=0.8042
Round 141: training_avg_loss=0.0118, training_avg_wrong_conf=0.8032
Round 135: training_avg_loss=0.0119, training_avg_wrong_conf=0.8075
Round 142: training_avg_loss=0.0118, training_avg_wrong_conf=0.8004
Round 136: training_avg_loss=0.0119, training_avg_wrong_conf=0.8063
Round 143: training_avg_loss=0.0118, training_avg_wrong_conf=0.8004
Round 137: training_avg_loss=0.0119, training_avg_wrong_conf=0.8064
Round 144: training_avg_loss=0.0118, training_avg_wrong_conf=0.8047
Round 138: training_avg_loss=0.0119, training_avg_wrong_conf=0.8055
Round 145: training_avg_loss=0.0118, training_avg_wrong_conf=0.8049
Round 139: training_avg_loss=0.0118, training_avg_wrong_conf=0.8062
Round 146: training_avg_loss=0.0118, training_avg_wrong_conf=0.8035
Round 140: training_avg_loss=0.0118, training_avg_wrong_conf=0.8042
Round 147: training_avg_loss=0.0118, training_avg_wrong_conf=0.8033
Round 141: training_avg_loss=0.0118, training_avg_wrong_conf=0.8032
Round 148: training_avg_loss=0.0118, training_avg_wrong_conf=0.8016
Round 142: training_avg_loss=0.0118, training_avg_wrong_conf=0.8004
Round 149: training_avg_loss=0.0118, training_avg_wrong_conf=0.8018
Round 150: training_avg_loss=0.0118, training_avg_wrong_conf=0.8007
Round 151: training_avg_loss=0.0118, training_avg_wrong_conf=0.8014
Round 152: training_avg_loss=0.0117, training_avg_wrong_conf=0.7977
Round 145: training_avg_loss=0.0118, training_avg_wrong_conf=0.8049
Round 153: training_avg_loss=0.0117, training_avg_wrong_conf=0.7941
Round 146: training_avg_loss=0.0118, training_avg_wrong_conf=0.8035
Round 154: training_avg_loss=0.0117, training_avg_wrong_conf=0.7940
Round 147: training_avg_loss=0.0118, training_avg_wrong_conf=0.8033
Round 155: training_avg_loss=0.0117, training_avg_wrong_conf=0.8015
Round 148: training_avg_loss=0.0118, training_avg_wrong_conf=0.8016
Round 156: training_avg_loss=0.0117, training_avg_wrong_conf=0.8006
Round 149: training_avg_loss=0.0118, training_avg_wrong_conf=0.8018
Round 157: training_avg_loss=0.0117, training_avg_wrong_conf=0.8015
Round 150: training_avg_loss=0.0118, training_avg_wrong_conf=0.8007
Round 158: training_avg_loss=0.0117, training_avg_wrong_conf=0.7994
Round 151: training_avg_loss=0.0118, training_avg_wrong_conf=0.8014
Round 159: training_avg_loss=0.0117, training_avg_wrong_conf=0.8000
Round 152: training_avg_loss=0.0117, training_avg_wrong_conf=0.7977
Round 160: training_avg_loss=0.0117, training_avg_wrong_conf=0.8002
Round 153: training_avg_loss=0.0117, training_avg_wrong_conf=0.7941
Round 161: training_avg_loss=0.0117, training_avg_wrong_conf=0.8000
Round 154: training_avg_loss=0.0117, training_avg_wrong_conf=0.7940
Round 162: training_avg_loss=0.0117, training_avg_wrong_conf=0.8012
Round 163: training_avg_loss=0.0117, training_avg_wrong_conf=0.8030
Round 164: training_avg_loss=0.0117, training_avg_wrong_conf=0.7978
Round 165: training_avg_loss=0.0117, training_avg_wrong_conf=0.7994
Round 157: training_avg_loss=0.0117, training_avg_wrong_conf=0.8015
Round 166: training_avg_loss=0.0117, training_avg_wrong_conf=0.8009
Round 158: training_avg_loss=0.0117, training_avg_wrong_conf=0.7994
Round 167: training_avg_loss=0.0117, training_avg_wrong_conf=0.8017
Round 159: training_avg_loss=0.0117, training_avg_wrong_conf=0.8000
Round 168: training_avg_loss=0.0117, training_avg_wrong_conf=0.8028
Round 160: training_avg_loss=0.0117, training_avg_wrong_conf=0.8002
Round 169: training_avg_loss=0.0117, training_avg_wrong_conf=0.8022
Round 161: training_avg_loss=0.0117, training_avg_wrong_conf=0.8000
Round 170: training_avg_loss=0.0117, training_avg_wrong_conf=0.8049
Round 162: training_avg_loss=0.0117, training_avg_wrong_conf=0.8012
Round 171: training_avg_loss=0.0117, training_avg_wrong_conf=0.8042
Round 163: training_avg_loss=0.0117, training_avg_wrong_conf=0.8030
Round 172: training_avg_loss=0.0117, training_avg_wrong_conf=0.8035
Round 164: training_avg_loss=0.0117, training_avg_wrong_conf=0.7978
Round 173: training_avg_loss=0.0117, training_avg_wrong_conf=0.8099
Round 165: training_avg_loss=0.0117, training_avg_wrong_conf=0.7994
Round 174: training_avg_loss=0.0117, training_avg_wrong_conf=0.8102
Round 166: training_avg_loss=0.0117, training_avg_wrong_conf=0.8009
Round 175: training_avg_loss=0.0117, training_avg_wrong_conf=0.8099
Round 167: training_avg_loss=0.0117, training_avg_wrong_conf=0.8017
Round 176: training_avg_loss=0.0117, training_avg_wrong_conf=0.8115
Round 168: training_avg_loss=0.0117, training_avg_wrong_conf=0.8028
Round 177: training_avg_loss=0.0117, training_avg_wrong_conf=0.8118
Round 178: training_avg_loss=0.0117, training_avg_wrong_conf=0.8098
Round 169: training_avg_loss=0.0117, training_avg_wrong_conf=0.8022
Round 170: training_avg_loss=0.0117, training_avg_wrong_conf=0.8049
Round 180: training_avg_loss=0.0116, training_avg_wrong_conf=0.8123
Round 171: training_avg_loss=0.0117, training_avg_wrong_conf=0.8042
Round 181: training_avg_loss=0.0116, training_avg_wrong_conf=0.8128
Round 172: training_avg_loss=0.0117, training_avg_wrong_conf=0.8035
Round 182: training_avg_loss=0.0116, training_avg_wrong_conf=0.8107
Round 183: training_avg_loss=0.0116, training_avg_wrong_conf=0.8097
Round 174: training_avg_loss=0.0117, training_avg_wrong_conf=0.8102
Round 184: training_avg_loss=0.0116, training_avg_wrong_conf=0.8115
Round 175: training_avg_loss=0.0117, training_avg_wrong_conf=0.8099
Round 185: training_avg_loss=0.0116, training_avg_wrong_conf=0.8124
Round 176: training_avg_loss=0.0117, training_avg_wrong_conf=0.8115
Round 186: training_avg_loss=0.0116, training_avg_wrong_conf=0.8118
Round 177: training_avg_loss=0.0117, training_avg_wrong_conf=0.8118
Round 187: training_avg_loss=0.0116, training_avg_wrong_conf=0.8133
Round 178: training_avg_loss=0.0117, training_avg_wrong_conf=0.8098
Round 188: training_avg_loss=0.0116, training_avg_wrong_conf=0.8154
Round 179: training_avg_loss=0.0116, training_avg_wrong_conf=0.8111
Round 189: training_avg_loss=0.0116, training_avg_wrong_conf=0.8176
Round 180: training_avg_loss=0.0116, training_avg_wrong_conf=0.8123
Round 191: training_avg_loss=0.0116, training_avg_wrong_conf=0.8169
Round 181: training_avg_loss=0.0116, training_avg_wrong_conf=0.8128
Round 192: training_avg_loss=0.0116, training_avg_wrong_conf=0.8201
Round 182: training_avg_loss=0.0116, training_avg_wrong_conf=0.8107
Round 193: training_avg_loss=0.0116, training_avg_wrong_conf=0.8198
Round 183: training_avg_loss=0.0116, training_avg_wrong_conf=0.8097
Round 194: training_avg_loss=0.0116, training_avg_wrong_conf=0.8205
Round 184: training_avg_loss=0.0116, training_avg_wrong_conf=0.8115
Round 195: training_avg_loss=0.0116, training_avg_wrong_conf=0.8220
Round 185: training_avg_loss=0.0116, training_avg_wrong_conf=0.8124
Round 196: training_avg_loss=0.0116, training_avg_wrong_conf=0.8229
Round 186: training_avg_loss=0.0116, training_avg_wrong_conf=0.8118
Round 197: training_avg_loss=0.0116, training_avg_wrong_conf=0.8221
Round 187: training_avg_loss=0.0116, training_avg_wrong_conf=0.8133
Round 198: training_avg_loss=0.0116, training_avg_wrong_conf=0.8250
Round 188: training_avg_loss=0.0116, training_avg_wrong_conf=0.8154
Round 199: training_avg_loss=0.0116, training_avg_wrong_conf=0.8239
Round 200: training_avg_loss=0.0116, training_avg_wrong_conf=0.8250
