Round 1: training_avg_loss=0.4168, training_avg_wrong_conf=0.3992
Round 55: training_avg_loss=0.0163, training_avg_wrong_conf=0.7755
Round 56: training_avg_loss=0.0183, training_avg_wrong_conf=0.7842
Round 57: training_avg_loss=0.0161, training_avg_wrong_conf=0.7786
Round 58: training_avg_loss=0.0152, training_avg_wrong_conf=0.7764
Round 59: training_avg_loss=0.0160, training_avg_wrong_conf=0.7817
Round 60: training_avg_loss=0.0146, training_avg_wrong_conf=0.7708
Round 61: training_avg_loss=0.0158, training_avg_wrong_conf=0.7812
Round 62: training_avg_loss=0.0153, training_avg_wrong_conf=0.7654
Round 63: training_avg_loss=0.0155, training_avg_wrong_conf=0.7827
Round 64: training_avg_loss=0.0144, training_avg_wrong_conf=0.7849
Round 65: training_avg_loss=0.0156, training_avg_wrong_conf=0.7816
Round 66: training_avg_loss=0.0149, training_avg_wrong_conf=0.7787
Round 67: training_avg_loss=0.0150, training_avg_wrong_conf=0.7804
Round 68: training_avg_loss=0.0145, training_avg_wrong_conf=0.7818
Round 69: training_avg_loss=0.0152, training_avg_wrong_conf=0.7790
Round 70: training_avg_loss=0.0165, training_avg_wrong_conf=0.7676
Round 71: training_avg_loss=0.0147, training_avg_wrong_conf=0.7827
Round 72: training_avg_loss=0.0164, training_avg_wrong_conf=0.7712
Round 73: training_avg_loss=0.0144, training_avg_wrong_conf=0.7818
Round 74: training_avg_loss=0.0148, training_avg_wrong_conf=0.7687
Round 75: training_avg_loss=0.0149, training_avg_wrong_conf=0.7850
Round 76: training_avg_loss=0.0136, training_avg_wrong_conf=0.7732
Round 77: training_avg_loss=0.0145, training_avg_wrong_conf=0.7897
Round 78: training_avg_loss=0.0141, training_avg_wrong_conf=0.7792
Round 79: training_avg_loss=0.0144, training_avg_wrong_conf=0.7919
Round 80: training_avg_loss=0.0129, training_avg_wrong_conf=0.7880
Round 81: training_avg_loss=0.0141, training_avg_wrong_conf=0.7965
Round 82: training_avg_loss=0.0148, training_avg_wrong_conf=0.7750
Round 83: training_avg_loss=0.0141, training_avg_wrong_conf=0.7943
Round 84: training_avg_loss=0.0129, training_avg_wrong_conf=0.7740
Round 85: training_avg_loss=0.0144, training_avg_wrong_conf=0.7986
Round 86: training_avg_loss=0.0131, training_avg_wrong_conf=0.8018
Round 87: training_avg_loss=0.0136, training_avg_wrong_conf=0.7937
Round 88: training_avg_loss=0.0136, training_avg_wrong_conf=0.7983
Round 89: training_avg_loss=0.0134, training_avg_wrong_conf=0.7940
Round 90: training_avg_loss=0.0124, training_avg_wrong_conf=0.7847
Round 91: training_avg_loss=0.0136, training_avg_wrong_conf=0.7977
Round 92: training_avg_loss=0.0139, training_avg_wrong_conf=0.7858
Round 93: training_avg_loss=0.0134, training_avg_wrong_conf=0.7984
Round 94: training_avg_loss=0.0128, training_avg_wrong_conf=0.7824
Round 95: training_avg_loss=0.0134, training_avg_wrong_conf=0.8016
Round 96: training_avg_loss=0.0151, training_avg_wrong_conf=0.7814
Round 97: training_avg_loss=0.0130, training_avg_wrong_conf=0.8024
Round 98: training_avg_loss=0.0119, training_avg_wrong_conf=0.7868
Round 99: training_avg_loss=0.0132, training_avg_wrong_conf=0.8006
Round 100: training_avg_loss=0.0119, training_avg_wrong_conf=0.7753
Round 101: training_avg_loss=0.0130, training_avg_wrong_conf=0.8056
Round 102: training_avg_loss=0.0129, training_avg_wrong_conf=0.7830
Round 103: training_avg_loss=0.0129, training_avg_wrong_conf=0.8050
Round 104: training_avg_loss=0.0130, training_avg_wrong_conf=0.7865
Round 105: training_avg_loss=0.0129, training_avg_wrong_conf=0.7995
Round 106: training_avg_loss=0.0132, training_avg_wrong_conf=0.7827
Round 107: training_avg_loss=0.0127, training_avg_wrong_conf=0.8023
Round 108: training_avg_loss=0.0143, training_avg_wrong_conf=0.7959
Round 109: training_avg_loss=0.0126, training_avg_wrong_conf=0.8015
Round 110: training_avg_loss=0.0136, training_avg_wrong_conf=0.7937
Round 111: training_avg_loss=0.0124, training_avg_wrong_conf=0.8041
Round 112: training_avg_loss=0.0115, training_avg_wrong_conf=0.7841
Round 113: training_avg_loss=0.0127, training_avg_wrong_conf=0.8034
Round 114: training_avg_loss=0.0128, training_avg_wrong_conf=0.7877
Round 115: training_avg_loss=0.0123, training_avg_wrong_conf=0.8062
Round 116: training_avg_loss=0.0116, training_avg_wrong_conf=0.7961
Round 117: training_avg_loss=0.0126, training_avg_wrong_conf=0.8040
Round 118: training_avg_loss=0.0118, training_avg_wrong_conf=0.7984
Round 119: training_avg_loss=0.0123, training_avg_wrong_conf=0.8055
Round 120: training_avg_loss=0.0123, training_avg_wrong_conf=0.7874
Round 121: training_avg_loss=0.0128, training_avg_wrong_conf=0.8129
Round 122: training_avg_loss=0.0129, training_avg_wrong_conf=0.7938
Round 123: training_avg_loss=0.0126, training_avg_wrong_conf=0.8157
Round 124: training_avg_loss=0.0108, training_avg_wrong_conf=0.7864
Round 125: training_avg_loss=0.0125, training_avg_wrong_conf=0.8066
Round 126: training_avg_loss=0.0149, training_avg_wrong_conf=0.8128
Round 127: training_avg_loss=0.0120, training_avg_wrong_conf=0.8068
Round 128: training_avg_loss=0.0121, training_avg_wrong_conf=0.7821
Round 129: training_avg_loss=0.0123, training_avg_wrong_conf=0.8124
Round 130: training_avg_loss=0.0119, training_avg_wrong_conf=0.7803
Round 131: training_avg_loss=0.0121, training_avg_wrong_conf=0.8049
Round 132: training_avg_loss=0.0106, training_avg_wrong_conf=0.7881
Round 133: training_avg_loss=0.0124, training_avg_wrong_conf=0.8037
Round 134: training_avg_loss=0.0127, training_avg_wrong_conf=0.7809
Round 135: training_avg_loss=0.0122, training_avg_wrong_conf=0.8263
Round 136: training_avg_loss=0.0097, training_avg_wrong_conf=0.7727
Round 137: training_avg_loss=0.0125, training_avg_wrong_conf=0.8143
Round 138: training_avg_loss=0.0119, training_avg_wrong_conf=0.8018
Round 139: training_avg_loss=0.0122, training_avg_wrong_conf=0.8142
Round 140: training_avg_loss=0.0114, training_avg_wrong_conf=0.7646
Round 141: training_avg_loss=0.0125, training_avg_wrong_conf=0.8134
Round 142: training_avg_loss=0.0103, training_avg_wrong_conf=0.8172
Round 143: training_avg_loss=0.0127, training_avg_wrong_conf=0.8077
Round 144: training_avg_loss=0.0125, training_avg_wrong_conf=0.7900
Round 145: training_avg_loss=0.0121, training_avg_wrong_conf=0.8155
Round 146: training_avg_loss=0.0095, training_avg_wrong_conf=0.7986
Round 147: training_avg_loss=0.0131, training_avg_wrong_conf=0.8155
Round 148: training_avg_loss=0.0138, training_avg_wrong_conf=0.7940
Round 149: training_avg_loss=0.0120, training_avg_wrong_conf=0.8155
Round 150: training_avg_loss=0.0125, training_avg_wrong_conf=0.8102
Round 151: training_avg_loss=0.0119, training_avg_wrong_conf=0.8134
Round 152: training_avg_loss=0.0132, training_avg_wrong_conf=0.7919
Round 153: training_avg_loss=0.0117, training_avg_wrong_conf=0.8112
Round 154: training_avg_loss=0.0115, training_avg_wrong_conf=0.8104
Round 155: training_avg_loss=0.0122, training_avg_wrong_conf=0.8200
Round 156: training_avg_loss=0.0113, training_avg_wrong_conf=0.7829
Round 157: training_avg_loss=0.0124, training_avg_wrong_conf=0.8146
Round 158: training_avg_loss=0.0122, training_avg_wrong_conf=0.8121
Round 159: training_avg_loss=0.0120, training_avg_wrong_conf=0.8256
Round 160: training_avg_loss=0.0107, training_avg_wrong_conf=0.7734
Round 161: training_avg_loss=0.0124, training_avg_wrong_conf=0.8153
Round 162: training_avg_loss=0.0124, training_avg_wrong_conf=0.8010
Round 163: training_avg_loss=0.0123, training_avg_wrong_conf=0.8134
Round 164: training_avg_loss=0.0138, training_avg_wrong_conf=0.7865
Round 165: training_avg_loss=0.0119, training_avg_wrong_conf=0.8179
Round 166: training_avg_loss=0.0131, training_avg_wrong_conf=0.8147
Round 167: training_avg_loss=0.0119, training_avg_wrong_conf=0.8208
Round 168: training_avg_loss=0.0128, training_avg_wrong_conf=0.7870
Round 169: training_avg_loss=0.0123, training_avg_wrong_conf=0.8248
Round 170: training_avg_loss=0.0118, training_avg_wrong_conf=0.8126
Round 171: training_avg_loss=0.0121, training_avg_wrong_conf=0.8295
Round 172: training_avg_loss=0.0111, training_avg_wrong_conf=0.8110
Round 173: training_avg_loss=0.0120, training_avg_wrong_conf=0.8191
Round 174: training_avg_loss=0.0129, training_avg_wrong_conf=0.7987
Round 175: training_avg_loss=0.0119, training_avg_wrong_conf=0.8236
Round 176: training_avg_loss=0.0109, training_avg_wrong_conf=0.8005
Round 177: training_avg_loss=0.0123, training_avg_wrong_conf=0.8078
Round 178: training_avg_loss=0.0127, training_avg_wrong_conf=0.7848
Round 179: training_avg_loss=0.0122, training_avg_wrong_conf=0.8230
Round 180: training_avg_loss=0.0111, training_avg_wrong_conf=0.8119
Round 181: training_avg_loss=0.0122, training_avg_wrong_conf=0.8202
Round 182: training_avg_loss=0.0141, training_avg_wrong_conf=0.7847
Round 183: training_avg_loss=0.0120, training_avg_wrong_conf=0.8124
Round 184: training_avg_loss=0.0118, training_avg_wrong_conf=0.7976
Round 185: training_avg_loss=0.0120, training_avg_wrong_conf=0.8291
Round 186: training_avg_loss=0.0114, training_avg_wrong_conf=0.8103
Round 187: training_avg_loss=0.0121, training_avg_wrong_conf=0.8214
Round 188: training_avg_loss=0.0127, training_avg_wrong_conf=0.7778
Round 189: training_avg_loss=0.0125, training_avg_wrong_conf=0.8325
Round 190: training_avg_loss=0.0130, training_avg_wrong_conf=0.8049
Round 191: training_avg_loss=0.0120, training_avg_wrong_conf=0.8106
Round 192: training_avg_loss=0.0127, training_avg_wrong_conf=0.8225
Round 193: training_avg_loss=0.0119, training_avg_wrong_conf=0.8292
Round 194: training_avg_loss=0.0101, training_avg_wrong_conf=0.8110
Round 195: training_avg_loss=0.0124, training_avg_wrong_conf=0.8186
Round 196: training_avg_loss=0.0130, training_avg_wrong_conf=0.7920
Round 197: training_avg_loss=0.0119, training_avg_wrong_conf=0.8282
Round 198: training_avg_loss=0.0133, training_avg_wrong_conf=0.8043
Round 199: training_avg_loss=0.0119, training_avg_wrong_conf=0.8285
Round 200: training_avg_loss=0.0121, training_avg_wrong_conf=0.7907
